"LINE_ID","SHIFT_CALENDAR_ID","PERIOD_FROM","PERIOD_TO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","2","2018-10-23","2019-03-06","A2867","2018-10-23 17:00:04","A2062","2019-01-28 09:57:19","2"
"1","3","2019-03-07","2019-03-07","A2062","2019-01-28 09:57:19","A2062","2019-01-28 09:57:19","1"
"1","4","2019-03-08",\N,"A2062","2019-01-28 09:57:19","A2062",\N,"1"
"2","2","2018-10-23","2019-03-06","A2867","2018-10-23 16:59:40","A2062","2019-01-28 09:57:42","2"
"2","3","2019-03-07","2019-03-07","A2062","2019-01-28 09:57:42","A2062","2019-01-28 09:57:42","1"
"2","4","2019-03-08",\N,"A2062","2019-01-28 09:57:42","A2062",\N,"1"
"3","1","2018-10-23","2019-03-06","A2867","2018-10-23 17:01:04","A2062","2019-01-28 09:59:37","2"
"3","2","2019-03-07","2019-03-07","A2062","2019-01-28 09:59:37","A2062","2019-01-28 09:59:37","1"
"3","3","2019-03-08",\N,"A2062","2019-01-28 09:59:37","A2062",\N,"1"
"4","1","2018-10-23",\N,"A2867","2018-10-23 17:01:39","A2867","2018-10-23 17:01:39","1"
"5","1","2018-10-25",\N,"A2636","2018-10-25 10:17:28","A2636","2018-10-25 10:17:28","1"
"6","1","2018-10-25",\N,"A2636","2018-10-25 10:19:23","A2636","2018-10-25 10:19:23","1"
"7","1","2018-10-25",\N,"A2636","2018-10-25 10:19:45","A2636","2018-10-25 10:19:45","1"
