"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","2","1","A2062","2019-06-21 17:26:40","A2062","2019-07-04 12:49:08","2"
"2","3","1","A2062","2019-07-04 11:17:21","A2062","2019-07-04 12:49:19","2"
"3","6","1","A2062","2019-07-04 12:59:00","A2062","2019-07-18 17:31:43","4"
"4","4","1","A2062","2019-06-21 17:42:01","A2062","2019-07-04 12:49:29","2"
"5","4","2","A2062","2019-06-21 17:42:02","A2062","2019-07-04 12:49:45","2"
"6","4","3","A2062","2019-06-21 17:42:04","A2062","2019-07-04 12:49:54","2"
"7","4","4","A2062","2019-06-21 17:42:06","A2062","2019-07-04 12:50:04","2"
"8","1","1","A2636","2019-06-21 17:25:52","A2636",\N,"1"
"9","7","1","A2062","2019-07-04 12:59:26","A2062","2019-07-10 14:35:03","3"
"10","8","1","A1589","2019-07-04 13:16:59","A1589","2019-07-11 20:49:11","5"
