"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","A3271","2019-02-01 11:50:27","A3271","2019-09-30 19:53:56","8"
"2","1","2","A3271","2019-02-01 11:50:29","A3271","2019-09-30 19:54:25","8"
"3","2","1","A3271","2019-02-01 11:51:30","A3271","2019-09-30 19:54:55","6"
"4","2","2","A3271","2019-02-01 11:51:34","A3271","2019-09-30 19:55:27","9"
"5","3","1","A3271","2019-02-01 11:52:19","A3271","2019-09-30 19:55:59","8"
"6","1","3","A3271","2019-02-01 11:50:31","A3271","2019-09-30 19:56:31","9"
"7","2","3","A3271","2019-02-01 11:51:36","A3271","2019-09-30 19:56:58","9"
"8","2","4","A3271","2019-02-01 11:51:38","A3271","2019-09-30 19:57:36","7"
"9","4","1","A3271","2019-02-01 11:54:08","A3271","2019-09-30 19:58:34","5"
"10","4","2","A3271","2019-02-01 11:54:11","A3271","2019-09-30 19:58:05","4"
"11","5","1","A2636","2019-02-06 14:11:36","A2636",\N,"1"
"12","7","0","A3271","2019-08-28 11:40:16","A3271","2019-11-22 11:08:41","4"
"13","7","0","A3271","2019-08-28 11:41:36","A3271","2019-11-22 11:09:13","4"
"14","8","0","A3271","2019-08-28 11:42:29","A3271","2019-11-22 11:09:49","4"
"15","8","0","A3271","2019-08-28 11:43:18","A3271","2019-11-22 11:10:21","4"
"16","9","0","A3271","2019-08-28 11:44:15","A3271","2019-11-22 11:10:51","4"
"17","7","0","A3271","2019-08-28 11:45:17","A3271","2019-11-22 11:11:21","4"
"18","8","0","A3271","2019-08-28 11:46:13","A3271","2019-11-22 11:11:59","4"
"19","8","0","A3271","2019-08-28 11:47:06","A3271","2019-11-22 11:12:41","4"
"20","10","0","A3271","2019-08-28 11:47:58","A3271","2019-11-22 11:13:14","4"
"21","10","0","A3271","2019-08-28 11:48:45","A3271","2019-11-22 11:13:54","4"
