"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","0","A3218","2018-07-19 10:22:53","A3218","2019-10-01 11:21:06","11"
"2","1","0","A3218","2018-07-19 10:31:34","A3218","2019-10-01 11:21:12","9"
"3","1","0","A3218","2018-07-19 10:35:20","A3218","2019-10-01 11:20:52","8"
"4","1","0","A3218","2018-07-19 10:39:40","A3218","2019-10-01 11:21:35","7"
"5","1","0","A3218","2018-07-19 10:41:02","A3218","2019-10-01 11:22:00","6"
"6","2","0","A2062","2018-07-19 10:46:29","A2062","2019-05-29 14:11:56","9"
"7","2","0","A2062","2018-07-19 10:49:07","A2062","2019-05-29 14:12:38","7"
"8","2","0","A2062","2018-07-19 10:53:28","A2062","2019-05-29 14:13:09","6"
"9","3","3","A3218","2018-12-21 12:31:01","A3218","2019-10-01 11:22:41","6"
"10","3","1","A3218","2018-12-21 12:30:57","A3218","2019-10-01 11:23:48","6"
"11","3","2","A3218","2018-12-21 12:30:59","A3218","2019-10-01 11:23:56","6"
"12","4","0","A2636","2018-07-19 11:01:04","A2636",\N,"1"
"13","6","0","A3218","2019-08-30 18:29:36","A3218","2019-09-17 11:56:12","6"
"14","6","0","A3218","2019-08-30 18:31:19","A3218","2019-09-17 11:56:22","4"
"15","6","0","A3218","2019-08-30 18:32:11","A3218","2019-09-17 11:56:32","4"
"16","6","0","A3218","2019-08-30 18:33:03","A3218","2019-09-17 11:56:42","4"
"17","6","0","A3218","2019-08-30 18:33:36","A3218","2019-09-17 11:56:50","4"
"18","8","0","A3218","2019-08-30 18:34:25","A3218","2019-10-01 11:23:10","5"
"19","8","0","A3218","2019-08-30 18:35:32","A3218","2019-09-17 11:57:09","6"
"20","8","0","A3218","2019-08-30 18:37:17","A3218","2019-09-17 11:57:16","4"
