"pref","rail","status","register","updater","rgst","updt","created_id","updated_id"
"13","222","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","235","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","253","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","254","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","256","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","257","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","258","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","259","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","261","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","262","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","263","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","264","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","266","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","267","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","268","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","271","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","272","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","274","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","275","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","276","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","277","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","279","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","281","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
