"no","es_code","corp","name","status","register","updater","rgst","updt","created_id","updated_id"
"1","1","1","ＪＲ函館本線(函館－長万部)","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"2","3","1","ＪＲ函館本線(大沼－渡島砂原－森)","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"3","4","1","ＪＲ函館本線(長万部－小樽)","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"4","5","1","ＪＲ函館本線(小樽－旭川)","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"5","6","0","ＪＲ江差線","X","0","0","2014-07-23 23:47:58","2014-07-25 10:12:02","batch","batch"
"6","8","1","ＪＲ学園都市線","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"7","9","1","ＪＲ千歳線(苫小牧－札幌)","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"8","10","1","ＪＲ千歳線(新千歳空港－南千歳)","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"9","11","1","ＪＲ石勝線(南千歳－新得)","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"10","12","1","ＪＲ石勝線(新夕張－夕張)","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"11","13","1","ＪＲ室蘭本線(長万部－岩見沢)","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"12","14","1","ＪＲ室蘭本線(東室蘭－室蘭)","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"13","15","1","ＪＲ日高本線","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"14","16","1","ＪＲ留萌本線","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"15","17","1","ＪＲ富良野線","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"16","18","1","ＪＲ根室本線","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"17","19","1","ＪＲ花咲線","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"18","20","1","ＪＲ宗谷本線","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"19","21","1","ＪＲ石北本線","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"20","22","1","ＪＲ釧網本線","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"21","440","30","札幌市営地下鉄南北線","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"22","441","30","札幌市営地下鉄東西線","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"23","442","30","札幌市営地下鉄東豊線","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"24","758","0","札幌市電","X","0","0","2014-07-23 23:47:58","2014-07-25 10:12:03","batch","batch"
"25","731","31","函館市電２系統","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"26","732","31","函館市電５系統","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"27","700","1","ＪＲ海峡線","1","0","0","2014-07-23 23:47:58","2017-06-29 12:02:41","batch","batch"
"28","23","1","ＪＲ東北新幹線","1","0","0","2014-07-23 23:48:07","2017-06-29 12:02:41","batch","batch"
"29","29","1","ＪＲ五能線","1","0","0","2014-07-23 23:48:07","2017-06-29 12:02:41","batch","batch"
"30","30","1","ＪＲ津軽線","1","0","0","2014-07-23 23:48:07","2017-06-29 12:02:41","batch","batch"
"31","31","1","ＪＲ大湊線","1","0","0","2014-07-23 23:48:07","2017-06-29 12:02:41","batch","batch"
"32","33","1","ＪＲ八戸線","1","0","0","2014-07-23 23:48:07","2017-06-29 12:02:41","batch","batch"
"33","34","1","ＪＲ奥羽本線","1","0","0","2014-07-23 23:48:07","2017-06-29 12:02:41","batch","batch"
"34","450","32","津軽鉄道","1","0","0","2014-07-23 23:48:07","2017-06-29 12:02:41","batch","batch"
"35","451","33","弘南鉄道大鰐線","1","0","0","2014-07-23 23:48:07","2017-06-29 12:02:41","batch","batch"
"36","452","33","弘南鉄道弘南線","1","0","0","2014-07-23 23:48:07","2017-06-29 12:02:41","batch","batch"
"37","680","194","ＩＧＲいわて銀河鉄道線","1","0","0","2014-07-23 23:48:07","2017-06-29 12:02:41","batch","batch"
"38","681","195","青い森鉄道(目時－八戸)","1","0","0","2014-07-23 23:48:07","2017-06-29 12:02:41","batch","batch"
"39","682","195","青い森鉄道(八戸－青森)","1","0","0","2014-07-23 23:48:07","2017-06-29 12:02:41","batch","batch"
"42","28","1","ＪＲ秋田新幹線","1","0","0","2014-07-23 23:48:12","2017-06-29 12:02:41","batch","batch"
"44","38","1","ＪＲ花輪線","1","0","0","2014-07-23 23:48:12","2017-06-29 12:02:41","batch","batch"
"45","41","1","ＪＲ田沢湖線","1","0","0","2014-07-23 23:48:12","2017-06-29 12:02:41","batch","batch"
"46","42","1","ＪＲ山田線","1","0","0","2014-07-23 23:48:12","2017-06-29 12:02:41","batch","batch"
"47","43","0","ＪＲ岩泉線","X","0","0","2014-07-23 23:48:12","2014-07-25 10:12:14","batch","batch"
"48","44","1","ＪＲ釜石線","1","0","0","2014-07-23 23:48:12","2017-06-29 12:02:41","batch","batch"
"49","46","1","ＪＲ北上線","1","0","0","2014-07-23 23:48:12","2017-06-29 12:02:41","batch","batch"
"50","775","1","ＪＲ大船渡線ＢＲＴ","1","0","0","2014-07-23 23:48:12","2017-06-29 12:02:41","batch","batch"
"51","47","1","ＪＲ大船渡線","1","0","0","2014-07-23 23:48:12","2017-06-29 12:02:41","batch","batch"
"52","777","1","ＪＲ大船渡線ＢＲＴ(陸前矢作－陸前高田)","1","0","0","2014-07-23 23:48:12","2017-06-29 12:02:41","batch","batch"
"53","763","1","ＪＲ東北本線(仙台－一ノ関)","1","0","0","2014-07-23 23:48:12","2017-06-29 12:02:41","batch","batch"
"54","62","1","ＪＲ東北本線(一ノ関－盛岡)","1","0","0","2014-07-23 23:48:12","2017-06-29 12:02:41","batch","batch"
"55","454","37","三陸鉄道北リアス線","1","0","0","2014-07-23 23:48:12","2017-06-29 12:02:41","batch","batch"
"56","455","37","三陸鉄道南リアス線","1","0","0","2014-07-23 23:48:12","2017-06-29 12:02:41","batch","batch"
"57","779","37","三陸鉄道南リアス線振替バス","1","0","0","2014-07-23 23:48:12","2017-06-29 12:02:41","batch","batch"
"63","776","1","ＪＲ大船渡線ＢＲＴ(鹿折唐桑－上鹿折)","1","0","0","2014-07-23 23:48:17","2017-06-29 12:02:41","batch","batch"
"64","49","1","ＪＲ気仙沼線","1","0","0","2014-07-23 23:48:17","2017-06-29 12:02:41","batch","batch"
"65","774","1","ＪＲ気仙沼線(BRT)","1","0","0","2014-07-23 23:48:17","2017-06-29 12:02:41","batch","batch"
"66","50","1","ＪＲ石巻線","1","0","0","2014-07-23 23:48:17","2017-06-29 12:02:41","batch","batch"
"67","51","1","ＪＲ陸羽東線","1","0","0","2014-07-23 23:48:17","2017-06-29 12:02:41","batch","batch"
"68","55","1","ＪＲ仙石線","1","0","0","2014-07-23 23:48:17","2017-06-29 12:02:41","batch","batch"
"69","56","1","ＪＲ仙山線","1","0","0","2014-07-23 23:48:17","2017-06-29 12:02:41","batch","batch"
"70","61","1","ＪＲ東北本線(黒磯－仙台)","1","0","0","2014-07-23 23:48:17","2017-06-29 12:02:41","batch","batch"
"72","63","1","ＪＲ東北本線(岩切－利府)","1","0","0","2014-07-23 23:48:17","2017-06-29 12:02:41","batch","batch"
"73","65","1","ＪＲ常磐線","1","0","0","2014-07-23 23:48:17","2017-06-29 12:02:41","batch","batch"
"74","456","39","仙台市地下鉄南北線","1","0","0","2014-07-23 23:48:17","2017-06-29 12:02:41","batch","batch"
"75","462","44","阿武隈急行","1","0","0","2014-07-23 23:48:17","2017-06-29 12:02:41","batch","batch"
"76","704","206","仙台空港アクセス線","1","0","0","2014-07-23 23:48:17","2017-06-29 12:02:41","batch","batch"
"80","36","1","ＪＲ男鹿線","1","0","0","2014-07-23 23:48:22","2017-06-29 12:02:41","batch","batch"
"82","40","1","ＪＲ羽越本線","1","0","0","2014-07-23 23:48:22","2017-06-29 12:02:41","batch","batch"
"85","459","41","秋田内陸線","1","0","0","2014-07-23 23:48:22","2017-06-29 12:02:41","batch","batch"
"86","460","42","由利高原鉄道鳥海山ろく線","1","0","0","2014-07-23 23:48:22","2017-06-29 12:02:41","batch","batch"
"87","27","1","ＪＲ山形新幹線","1","0","0","2014-07-23 23:48:27","2017-06-29 12:02:41","batch","batch"
"91","53","1","ＪＲ陸羽西線","1","0","0","2014-07-23 23:48:27","2017-06-29 12:02:41","batch","batch"
"93","57","1","ＪＲ左沢線","1","0","0","2014-07-23 23:48:27","2017-06-29 12:02:41","batch","batch"
"94","64","1","ＪＲ米坂線","1","0","0","2014-07-23 23:48:27","2017-06-29 12:02:41","batch","batch"
"95","461","43","山形鉄道フラワー長井線","1","0","0","2014-07-23 23:48:27","2017-06-29 12:02:41","batch","batch"
"102","66","1","ＪＲ磐越東線","1","0","0","2014-07-23 23:48:32","2017-06-29 12:02:41","batch","batch"
"103","68","1","ＪＲ磐越西線","1","0","0","2014-07-23 23:48:32","2017-06-29 12:02:41","batch","batch"
"104","70","1","ＪＲ只見線","1","0","0","2014-07-23 23:48:32","2017-06-29 12:02:41","batch","batch"
"105","71","1","ＪＲ水郡線(水戸－郡山)","1","0","0","2014-07-23 23:48:32","2017-06-29 12:02:41","batch","batch"
"107","463","45","福島交通飯坂線","1","0","0","2014-07-23 23:48:32","2017-06-29 12:02:41","batch","batch"
"108","464","46","会津鉄道会津線","1","0","0","2014-07-23 23:48:32","2017-06-29 12:02:41","batch","batch"
"109","470","52","野岩鉄道会津鬼怒川線","1","0","0","2014-07-23 23:48:32","2017-06-29 12:02:41","batch","batch"
"110","60","1","ＪＲ宇都宮線","1","0","0","2014-07-23 23:48:38","2017-06-29 12:02:41","batch","batch"
"113","72","1","ＪＲ水郡線(上菅谷－常陸太田)","1","0","0","2014-07-23 23:48:38","2017-06-29 12:02:41","batch","batch"
"114","80","1","ＪＲ水戸線","1","0","0","2014-07-23 23:48:38","2017-06-29 12:02:41","batch","batch"
"115","82","1","ＪＲ鹿島線","1","0","0","2014-07-23 23:48:38","2017-06-29 12:02:41","batch","batch"
"116","99","1","ＪＲ常磐線快速","1","0","0","2014-07-23 23:48:38","2017-06-29 12:02:41","batch","batch"
"117","100","1","ＪＲ常磐線各駅停車","1","0","0","2014-07-23 23:48:38","2017-06-29 12:02:41","batch","batch"
"118","466","48","ひたちなか海浜鉄道湊線","1","0","0","2014-07-23 23:48:38","2017-06-29 12:02:41","batch","batch"
"119","467","50","関東鉄道常総線","1","0","0","2014-07-23 23:48:38","2017-06-29 12:02:41","batch","batch"
"120","468","50","関東鉄道竜ケ崎線","1","0","0","2014-07-23 23:48:38","2017-06-29 12:02:41","batch","batch"
"121","469","51","鹿島臨海鉄道大洗鹿島線","1","0","0","2014-07-23 23:48:38","2017-06-29 12:02:41","batch","batch"
"122","471","53","真岡鐵道真岡線","1","0","0","2014-07-23 23:48:38","2017-06-29 12:02:41","batch","batch"
"123","692","202","つくばエクスプレス","1","0","0","2014-07-23 23:48:38","2017-06-29 12:02:41","batch","batch"
"129","78","1","ＪＲ烏山線","1","0","0","2014-07-23 23:48:43","2017-06-29 12:02:41","batch","batch"
"130","79","1","ＪＲ日光線","1","0","0","2014-07-23 23:48:43","2017-06-29 12:02:41","batch","batch"
"132","81","1","ＪＲ両毛線","1","0","0","2014-07-23 23:48:43","2017-06-29 12:02:41","batch","batch"
"133","767","11","東武伊勢崎線(東武動物公園－伊勢崎)","1","0","0","2014-07-23 23:48:43","2017-06-29 12:02:41","batch","batch"
"134","270","11","東武佐野線","1","0","0","2014-07-23 23:48:43","2017-06-29 12:02:41","batch","batch"
"135","274","11","東武日光線","1","0","0","2014-07-23 23:48:43","2017-06-29 12:02:41","batch","batch"
"136","275","11","東武宇都宮線","1","0","0","2014-07-23 23:48:43","2017-06-29 12:02:41","batch","batch"
"137","276","11","東武鬼怒川線","1","0","0","2014-07-23 23:48:43","2017-06-29 12:02:41","batch","batch"
"140","472","54","わたらせ渓谷線","1","0","0","2014-07-23 23:48:43","2017-06-29 12:02:41","batch","batch"
"141","24","1","ＪＲ上越新幹線","1","0","0","2014-07-23 23:48:48","2017-06-29 12:02:41","batch","batch"
"142","26","1","ＪＲ北陸新幹線","1","0","0","2014-07-23 23:48:48","2017-06-29 12:02:41","batch","batch"
"143","723","0","ＪＲバス関東碓氷線","X","0","0","2014-07-23 23:48:48","2014-07-25 10:14:00","batch","batch"
"144","77","1","ＪＲ信越本線(高崎－横川)","1","0","0","2014-07-23 23:48:48","2017-06-29 12:02:41","batch","batch"
"146","87","1","ＪＲ上越線","1","0","0","2014-07-23 23:48:48","2017-06-29 12:02:41","batch","batch"
"147","88","1","ＪＲ吾妻線","1","0","0","2014-07-23 23:48:48","2017-06-29 12:02:41","batch","batch"
"148","101","1","ＪＲ高崎線","1","0","0","2014-07-23 23:48:48","2017-06-29 12:02:41","batch","batch"
"149","103","1","ＪＲ八高線(高麗川－高崎)","1","0","0","2014-07-23 23:48:48","2017-06-29 12:02:41","batch","batch"
"152","271","11","東武桐生線","1","0","0","2014-07-23 23:48:48","2017-06-29 12:02:41","batch","batch"
"153","272","11","東武小泉線(館林－西小泉)","1","0","0","2014-07-23 23:48:48","2017-06-29 12:02:41","batch","batch"
"154","273","11","東武小泉線(太田－東小泉)","1","0","0","2014-07-23 23:48:48","2017-06-29 12:02:41","batch","batch"
"157","473","55","上毛電気鉄道上毛線","1","0","0","2014-07-23 23:48:48","2017-06-29 12:02:41","batch","batch"
"158","474","56","上信電鉄上信線","1","0","0","2014-07-23 23:48:48","2017-06-29 12:02:41","batch","batch"
"165","98","1","ＪＲ武蔵野線","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"167","102","1","ＪＲ八高線(八王子－高麗川)","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"169","104","1","ＪＲ川越線","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"170","105","1","ＪＲ湘南新宿ライン","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"171","106","1","ＪＲ埼京線","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"172","115","1","ＪＲ京浜東北線","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"173","266","11","東武スカイツリーライン(浅草－東武動物公園)","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"176","277","11","東武アーバンパークライン(大宮－柏)","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"177","279","11","東武東上線","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"178","280","11","東武越生線","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"179","281","12","西武池袋線(池袋－飯能)","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"180","282","12","西武池袋線(飯能－吾野)","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"181","283","12","西武秩父線","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"182","284","12","西武秩父線(横瀬－御花畑)","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"183","287","12","西武狭山線","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"184","288","12","西武新宿線","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"185","293","12","西武山口線","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"186","334","18","東京メトロ有楽町線","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"187","337","18","東京メトロ副都心線","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"188","475","57","秩父鉄道","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"189","724","57","秩父鉄道(西武秩父－影森)","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"190","476","58","ニューシャトル","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"191","676","187","埼玉高速鉄道","1","0","0","2014-07-23 23:48:53","2017-06-29 12:02:41","batch","batch"
"195","83","1","ＪＲ成田線(千葉－銚子)","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"196","84","1","ＪＲ成田線(我孫子－成田)","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"197","85","1","ＪＲ成田線(成田－成田空港)","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"198","89","1","ＪＲ東金線","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"199","90","1","ＪＲ外房線","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"200","91","1","ＪＲ内房線","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"201","92","1","ＪＲ久留里線","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"202","93","1","ＪＲ総武本線","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"203","94","1","ＪＲ総武線快速","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"204","95","1","ＪＲ京葉線","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"205","96","1","ＪＲ京葉線(西船橋－南船橋)","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"206","97","1","ＪＲ京葉線(西船橋－市川塩浜)","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"210","110","1","ＪＲ中央・総武線各駅停車","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"212","278","11","東武アーバンパークライン(柏－船橋)","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"213","295","13","京成本線","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"214","296","13","京成東成田線","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"215","299","13","京成千葉線","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"216","300","13","京成千原線","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"217","301","13","京成成田スカイアクセス線","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"218","331","18","東京メトロ東西線","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"219","340","19","都営地下鉄新宿線","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"220","477","59","流鉄流山線","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"221","478","60","新京成線","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"222","480","61","北総鉄道北総線","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"223","481","62","山万ユーカリが丘線(ユーカリが丘－女子大)","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"224","482","62","山万ユーカリが丘線(女子大－公園)","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"225","483","63","千葉都市モノレール１号線","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"226","484","63","千葉都市モノレール２号線","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"227","485","64","小湊鉄道","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"228","486","65","いすみ鉄道","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"229","487","66","銚子電鉄","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"230","669","173","東葉高速鉄道","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"231","677","188","ディズニーリゾートライン(リゾートゲートウェイ－ベイサイド)","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"232","678","188","ディズニーリゾートライン(ベイサイド－リゾートゲートウェイ)","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"233","679","190","芝山鉄道","1","0","0","2014-07-23 23:48:58","2017-06-29 12:02:41","batch","batch"
"235","134","1","ＪＲ東海道新幹線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:40","batch","batch"
"253","107","1","ＪＲ中央本線(東京－塩尻)","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"254","109","1","ＪＲ中央線快速","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"256","111","1","ＪＲ青梅線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"257","112","1","ＪＲ五日市線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"258","113","1","ＪＲ山手線内回り","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"259","114","1","ＪＲ山手線外回り","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"261","116","1","ＪＲ横須賀線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"262","117","1","ＪＲ東海道本線(東京－熱海)","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"263","121","1","ＪＲ南武線(川崎－立川)","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"264","123","1","ＪＲ横浜線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"266","267","11","東武スカイツリーライン(曳舟－押上)","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"267","268","11","東武亀戸線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"268","269","11","東武大師線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"271","285","12","西武有楽町線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"272","286","12","西武豊島線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"274","289","12","西武西武園線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"275","290","12","西武拝島線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"276","291","12","西武多摩湖線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"277","292","12","西武国分寺線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"279","294","12","西武多摩川線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"281","297","13","京成押上線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"282","298","13","京成金町線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"284","302","14","京王線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"285","303","14","京王新線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"286","304","14","京王相模原線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"287","305","14","京王競馬場線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"288","306","14","京王動物園線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"289","307","14","京王高尾線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"290","308","14","京王井の頭線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"291","309","15","小田急小田原線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"292","313","15","小田急多摩線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"293","314","16","東急東横線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"294","315","16","東急目黒線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"295","316","16","東急田園都市線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"296","317","16","東急大井町線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"297","318","16","東急池上線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"298","319","16","東急多摩川線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"299","320","16","東急世田谷線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"300","322","17","京急本線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"301","323","17","京急空港線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"302","327","18","東京メトロ銀座線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"303","328","18","東京メトロ丸ノ内線(池袋－荻窪)","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"304","329","18","東京メトロ丸ノ内線(中野坂上－方南町)","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"305","330","18","東京メトロ日比谷線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"307","332","18","東京メトロ千代田線(綾瀬－代々木上原)","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"308","333","18","東京メトロ千代田線(綾瀬－北綾瀬)","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"310","335","18","東京メトロ半蔵門線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"311","336","18","東京メトロ南北線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"313","338","19","都営地下鉄浅草線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"314","339","19","都営地下鉄三田線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"316","757","19","都営地下鉄大江戸線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"317","342","19","都電荒川線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"318","343","19","日暮里・舎人ライナー","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"320","488","68","東京モノレール羽田空港線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"321","667","171","ゆりかもめ","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"322","668","172","東京臨海高速鉄道りんかい線","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"323","673","179","多摩モノレール","1","0","0","2014-07-23 23:49:03","2017-06-29 12:02:41","batch","batch"
"332","118","1","ＪＲ鶴見線(鶴見－扇町)","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
"333","119","1","ＪＲ鶴見線(浅野－海芝浦)","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
"334","725","1","ＪＲ鶴見線(安善－大川)","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
