"no","es_code","pref","name","kana","x","y","status","register","updater","rgst","updt","created_id","updated_id"
"1","22828","13","東京","とうきょう","35.678083","139.770444","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:46","batch","batch"
"2","22528","13","上野","うえの","35.710333","139.78","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:44","batch","batch"
"3","21987","11","大宮(埼玉県)","おおみや","35.903056","139.626833","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:44","batch","batch"
"4","21746","9","小山","おやま","36.309778","139.8095","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:44","batch","batch"
"5","21736","9","宇都宮","うつのみや","36.555694","139.901444","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:44","batch","batch"
"6","21804","9","那須塩原","なすしおばら","36.928528","140.023944","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:46","batch","batch"
"7","21494","7","新白河","しんしらかわ","37.119749","140.191528","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:45","batch","batch"
"8","21483","7","郡山(福島県)","こおりやま","37.395638","140.392527","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:45","batch","batch"
"9","21551","7","福島(福島県)","ふくしま","37.751222","140.462444","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:46","batch","batch"
"10","21040","4","白石蔵王","しろいしざおう","37.991888","140.636277","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:45","batch","batch"
"11","21044","4","仙台","せんだい","38.257333","140.885444","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:45","batch","batch"
"12","21087","4","古川","ふるかわ","38.567694","140.971055","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:47","batch","batch"
"13","21019","4","くりこま高原","くりこまこうげん","38.746749","141.075278","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:45","batch","batch"
"14","20806","3","一ノ関","いちのせき","38.923638","141.141972","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:44","batch","batch"
"15","20934","3","水沢江刺","みずさわえさし","39.142166","141.192278","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:47","batch","batch"
"16","20844","3","北上","きたかみ","39.279222","141.125833","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:44","batch","batch"
"17","20873","3","新花巻","しんはなまき","39.402972","141.176833","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:45","batch","batch"
"18","20940","3","盛岡","もりおか","39.698611","141.14025","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:47","batch","batch"
"19","20902","3","いわて沼宮内","いわてぬまくない","39.957527","141.220638","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:44","batch","batch"
"20","20901","3","二戸","にのへ","40.256861","141.289361","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:46","batch","batch"
"21","20750","2","八戸","はちのへ","40.506361","141.434861","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:46","batch","batch"
"22","29388","2","七戸十和田","しちのへとわだ","40.717222","141.1575","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:45","batch","batch"
"23","20698","2","新青森","しんあおもり","40.824722","140.696944","1","0","0","2014-08-07 23:07:17","2017-06-29 12:02:45","batch","batch"
"24","20866","3","雫石","しずくいし","39.686305","140.978277","1","0","0","2014-08-07 23:07:27","2017-06-29 12:02:45","batch","batch"
"25","21221","5","田沢湖","たざわこ","39.697611","140.725694","1","0","0","2014-08-07 23:07:27","2017-06-29 12:02:45","batch","batch"
"26","21174","5","角館","かくのだて","39.588944","140.574583","1","0","0","2014-08-07 23:07:27","2017-06-29 12:02:44","batch","batch"
"27","21168","5","大曲(秋田県)","おおまがり","39.462917","140.483083","1","0","0","2014-08-07 23:07:27","2017-06-29 12:02:44","batch","batch"
"28","21137","5","秋田","あきた","39.714222","140.133111","1","0","0","2014-08-07 23:07:27","2017-06-29 12:02:43","batch","batch"
"29","22862","13","日暮里","にっぽり","35.724861","139.773916","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:46","batch","batch"
"30","22983","13","三河島","みかわしま","35.730082","139.780889","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:47","batch","batch"
"31","22995","13","南千住","みなみせんじゅ","35.729722","139.802222","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:47","batch","batch"
"32","22630","13","北千住","きたせんじゅ","35.746389","139.808333","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"33","22444","12","松戸","まつど","35.781111","139.903889","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:47","batch","batch"
"34","22228","12","柏","かしわ","35.858889","139.974167","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"35","22183","12","我孫子","あびこ","35.869416","140.014028","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:43","batch","batch"
"36","22372","12","天王台","てんのうだい","35.869333","140.044167","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:46","batch","batch"
"37","21673","8","取手","とりで","35.89325","140.066361","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:46","batch","batch"
"38","21705","8","藤代","ふじしろ","35.917361","140.121528","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:47","batch","batch"
"39","21637","8","佐貫","さぬき","35.926861","140.141471","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:45","batch","batch"
"40","21594","8","牛久","うしく","35.972416","140.144222","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"41","29220","8","ひたち野うしく","ひたちのうしく","36.004194","140.161638","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:46","batch","batch"
"42","21582","8","荒川沖","あらかわおき","36.0275","140.169444","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:43","batch","batch"
"43","21663","8","土浦","つちうら","36.074805","140.209277","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:46","batch","batch"
"44","21625","8","神立","かんだつ","36.117361","140.252083","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"45","21656","8","高浜(茨城県)","たかはま","36.160583","140.298138","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:45","batch","batch"
"46","21583","8","石岡","いしおか","36.18775","140.283528","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"47","21685","8","羽鳥","はとり","36.24411","140.290082","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:46","batch","batch"
"48","21593","8","岩間","いわま","36.292278","140.279861","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"49","21672","8","友部","ともべ","36.347555","140.309778","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:46","batch","batch"
"50","21595","8","内原","うちはら","36.367388","140.356555","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"51","21579","8","赤塚","あかつか","36.378722","140.418528","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:43","batch","batch"
"52","29275","8","偕楽園","かいらくえん","36.37","140.459444","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"53","21710","8","水戸","みと","36.367917","140.479527","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:47","batch","batch"
"54","21615","8","勝田","かつた","36.391332","140.527639","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"55","21638","8","佐和","さわ","36.426861","140.543528","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:45","batch","batch"
"56","21666","8","東海","とうかい","36.462222","140.569167","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:46","batch","batch"
"57","21603","8","大甕","おおみか","36.51","140.622778","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"58","21698","8","常陸多賀","ひたちたが","36.548944","140.635694","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:46","batch","batch"
"59","21691","8","日立","ひたち","36.587666","140.665444","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:46","batch","batch"
"60","21605","8","小木津","おぎつ","36.633638","140.678528","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"61","21622","8","十王","じゅうおう","36.66825","140.689555","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:45","batch","batch"
"62","21655","8","高萩","たかはぎ","36.711638","140.72","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:45","batch","batch"
"63","21714","8","南中郷","みなみなかごう","36.750082","140.732472","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:47","batch","batch"
"64","21587","8","磯原","いそはら","36.787305","140.749388","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"65","21600","8","大津港","おおつこう","36.843389","140.781583","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"66","21522","7","勿来","なこそ","36.880556","140.79","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:46","batch","batch"
"67","21445","7","植田(福島県)","うえだ","36.917278","140.799833","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"68","21430","7","泉(常磐線)","いずみ","36.952472","140.857472","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"69","21574","7","湯本","ゆもと","37.003777","140.853138","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:47","batch","batch"
"70","21446","7","内郷","うちごう","37.032888","140.858305","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"71","21435","7","いわき","いわき","37.055111","140.896111","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"72","21480","7","草野(福島県)","くさの","37.070805","140.950611","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:45","batch","batch"
"73","21576","7","四ツ倉","よつくら","37.099222","140.984277","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:47","batch","batch"
"74","21545","7","久ノ浜","ひさのはま","37.139472","140.99911","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:46","batch","batch"
"75","21497","7","末続","すえつぎ","37.169138","140.998971","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:45","batch","batch"
"76","21548","7","広野(福島県)","ひろの","37.208416","141.002139","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:46","batch","batch"
"77","21478","7","木戸","きど","37.254861","141.005999","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"78","21510","7","竜田","たつた","37.279222","141.006194","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:45","batch","batch"
"79","21516","7","富岡","とみおか","37.331111","141.026222","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:46","batch","batch"
"80","21577","7","夜ノ森","よのもり","37.362694","140.995499","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:47","batch","batch"
"81","21453","7","大野","おおの","37.406277","140.987582","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"82","21554","7","双葉","ふたば","37.450556","141.009055","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:47","batch","batch"
"83","21526","7","浪江","なみえ","37.489306","140.992694","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:46","batch","batch"
"84","21565","7","桃内","ももうち","37.525694","140.987527","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:47","batch","batch"
"85","21458","7","小高","おだか","37.559972","140.999666","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"86","21439","7","磐城太田","いわきおおた","37.602194","140.994527","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"87","21539","7","原ノ町","はらのまち","37.634972","140.974472","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:46","batch","batch"
"88","21464","7","鹿島","かしま","37.699722","140.973499","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"89","21528","7","日立木","にったき","37.753027","140.938056","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:46","batch","batch"
"90","21503","7","相馬","そうま","37.799416","140.92911","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:45","batch","batch"
"91","21484","7","駒ケ嶺","こまがみね","37.839306","140.928528","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:45","batch","batch"
"92","21495","7","新地","しんち","37.876138","140.929055","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:45","batch","batch"
"93","21030","4","坂元","さかもと","37.921277","140.904306","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:45","batch","batch"
"94","21107","4","山下(宮城県)","やました","37.963389","140.892305","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:47","batch","batch"
"95","21075","4","浜吉田","はまよしだ","37.999083","140.893416","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:46","batch","batch"
"96","21133","4","亘理","わたり","38.036916","140.864639","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:47","batch","batch"
"97","20992","4","逢隈","おおくま","38.064444","140.858056","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"98","20985","4","岩沼","いわぬま","38.109167","140.867222","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:44","batch","batch"
"99","21050","4","館腰","たてこし","38.139972","140.883472","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:45","batch","batch"
"100","21066","4","名取","なとり","38.170055","140.886138","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:46","batch","batch"
"101","21101","4","南仙台","みなみせんだい","38.194194","140.886667","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:47","batch","batch"
"102","29588","4","太子堂","たいしどう","38.215","140.886944","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:45","batch","batch"
"103","21063","4","長町","ながまち","38.224444","140.888889","1","0","0","2014-08-07 23:07:37","2017-06-29 12:02:46","batch","batch"
"104","21396","6","米沢","よねざわ","37.90661","140.131667","1","0","0","2014-08-07 23:07:47","2017-06-29 12:02:47","batch","batch"
"105","21345","6","高畠","たかはた","37.989306","140.156166","1","0","0","2014-08-07 23:07:47","2017-06-29 12:02:45","batch","batch"
"106","21278","6","赤湯","あかゆ","38.044194","140.152444","1","0","0","2014-08-07 23:07:47","2017-06-29 12:02:43","batch","batch"
"107","21320","6","かみのやま温泉","かみのやまおんせん","38.149055","140.282027","1","0","0","2014-08-07 23:07:47","2017-06-29 12:02:44","batch","batch"
"108","21392","6","山形","やまがた","38.245333","140.33086","1","0","0","2014-08-07 23:07:47","2017-06-29 12:02:47","batch","batch"
"109","21355","6","天童","てんどう","38.357027","140.372639","1","0","0","2014-08-07 23:07:47","2017-06-29 12:02:46","batch","batch"
"110","21318","6","さくらんぼ東根","さくらんぼひがしね","38.425278","140.384167","1","0","0","2014-08-07 23:07:47","2017-06-29 12:02:45","batch","batch"
"111","21348","6","村山(山形県)","むらやま","38.474194","140.389833","1","0","0","2014-08-07 23:07:47","2017-06-29 12:02:47","batch","batch"
"112","21311","6","大石田","おおいしだ","38.592944","140.378694","1","0","0","2014-08-07 23:07:47","2017-06-29 12:02:44","batch","batch"
"113","21338","6","新庄","しんじょう","38.7595","140.309416","1","0","0","2014-08-07 23:07:47","2017-06-29 12:02:45","batch","batch"
"114","22574","13","尾久","おく","35.743555","139.757055","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:44","batch","batch"
"115","22487","13","赤羽","あかばね","35.774444","139.724167","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:43","batch","batch"
"116","21982","11","浦和","うらわ","35.855278","139.660278","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:44","batch","batch"
"117","29315","11","さいたま新都心","さいたましんとしん","35.890638","139.636777","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:45","batch","batch"
"118","22084","11","土呂","とろ","35.928528","139.635417","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:46","batch","batch"
"119","22110","11","東大宮","ひがしおおみや","35.945527","139.643528","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:46","batch","batch"
"120","22100","11","蓮田","はすだ","35.978056","139.656111","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:46","batch","batch"
"121","22051","11","白岡","しらおか","36.014222","139.670027","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:45","batch","batch"
"122","22058","11","新白岡","しんしらおか","36.035527","139.675333","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:45","batch","batch"
"123","22028","11","久喜","くき","36.0625","139.680833","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:45","batch","batch"
"124","22118","11","東鷲宮","ひがしわしのみや","36.086277","139.682444","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:46","batch","batch"
"125","22030","11","栗橋","くりはし","36.133611","139.697444","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:45","batch","batch"
"126","21631","8","古河","こが","36.191222","139.712999","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:45","batch","batch"
"127","21812","9","野木","のぎ","36.227166","139.738277","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:46","batch","batch"
"128","21823","9","間々田","ままだ","36.254722","139.764222","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:47","batch","batch"
"129","21767","9","小金井","こがねい","36.371277","139.845305","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:45","batch","batch"
"130","21783","9","自治医大","じちいだい","36.392027","139.857778","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:45","batch","batch"
"131","21730","9","石橋(栃木県)","いしばし","36.433333","139.869778","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:44","batch","batch"
"132","21784","9","雀宮","すずめのみや","36.490694","139.880055","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:45","batch","batch"
"133","21741","9","岡本(栃木県)","おかもと","36.595278","139.94775","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:44","batch","batch"
"134","21819","9","宝積寺","ほうしゃくじ","36.628333","139.982694","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:47","batch","batch"
"135","21735","9","氏家","うじいえ","36.67843","139.965583","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:44","batch","batch"
"136","21750","9","蒲須坂","かますさか","36.718083","139.953777","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:44","batch","batch"
"137","21748","9","片岡","かたおか","36.751222","139.949194","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:44","batch","batch"
"138","21830","9","矢板","やいた","36.80375","139.936222","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:47","batch","batch"
"139","21813","9","野崎(栃木県)","のざき","36.840611","139.960999","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:46","batch","batch"
"140","21810","9","西那須野","にしなすの","36.881361","139.989778","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:46","batch","batch"
"141","21764","9","黒磯","くろいそ","36.966916","140.062805","1","0","0","2014-08-07 23:07:57","2017-06-29 12:02:45","batch","batch"
"142","22499","13","綾瀬","あやせ","35.758944","139.828389","1","0","0","2014-08-07 23:08:17","2017-06-29 12:02:43","batch","batch"
"143","22611","13","亀有","かめあり","35.763333","139.850694","1","0","0","2014-08-07 23:08:17","2017-06-29 12:02:44","batch","batch"
"144","22598","13","金町(東京都)","かなまち","35.766305","139.873499","1","0","0","2014-08-07 23:08:17","2017-06-29 12:02:44","batch","batch"
"145","22262","12","北松戸","きたまつど","35.797333","139.915055","1","0","0","2014-08-07 23:08:17","2017-06-29 12:02:44","batch","batch"
"146","22447","12","馬橋","まばし","35.808389","139.920583","1","0","0","2014-08-07 23:08:17","2017-06-29 12:02:47","batch","batch"
"147","22332","12","新松戸","しんまつど","35.822222","139.924444","1","0","0","2014-08-07 23:08:17","2017-06-29 12:02:45","batch","batch"
"148","22258","12","北小金","きたこがね","35.830194","139.934527","1","0","0","2014-08-07 23:08:17","2017-06-29 12:02:44","batch","batch"
"149","22452","12","南柏","みなみかしわ","35.841389","139.9575","1","0","0","2014-08-07 23:08:17","2017-06-29 12:02:47","batch","batch"
"150","22257","12","北柏","きたかしわ","35.872388","139.991277","1","0","0","2014-08-07 23:08:17","2017-06-29 12:02:44","batch","batch"
"151","22492","13","秋葉原","あきはばら","35.695305","139.776305","1","0","0","2014-08-07 23:08:27","2017-06-29 12:02:43","batch","batch"
"152","29336","13","新御徒町","しんおかちまち","35.703611","139.786389","1","0","0","2014-08-07 23:08:27","2017-06-29 12:02:45","batch","batch"
"153","29397","13","浅草(ＴＸ)","あさくさ","35.711389","139.795833","1","0","0","2014-08-07 23:08:27","2017-06-29 12:02:43","batch","batch"
"154","29398","13","青井","あおい","35.769444","139.823611","1","0","0","2014-08-07 23:08:27","2017-06-29 12:02:43","batch","batch"
"155","29399","13","六町","ろくちょう","35.781389","139.825","1","0","0","2014-08-07 23:08:27","2017-06-29 12:02:47","batch","batch"
"156","29400","11","八潮","やしお","35.804583","139.848194","1","0","0","2014-08-07 23:08:27","2017-06-29 12:02:47","batch","batch"
"157","29401","11","三郷中央","みさとちゅうおう","35.820833","139.881389","1","0","0","2014-08-07 23:08:27","2017-06-29 12:02:47","batch","batch"
"158","22455","12","南流山","みなみながれやま","35.835278","139.906667","1","0","0","2014-08-07 23:08:27","2017-06-29 12:02:47","batch","batch"
"159","29402","12","流山セントラルパーク","ながれやませんとらるぱーく","35.851111","139.918333","1","0","0","2014-08-07 23:08:27","2017-06-29 12:02:46","batch","batch"
"160","29403","12","流山おおたかの森","ながれやまおおたかのもり","35.868889","139.928889","1","0","0","2014-08-07 23:08:27","2017-06-29 12:02:46","batch","batch"
"161","29404","12","柏の葉キャンパス","かしわのはきゃんぱす","35.889722","139.955556","1","0","0","2014-08-07 23:08:27","2017-06-29 12:02:44","batch","batch"
"162","29405","12","柏たなか","かしわたなか","35.9075","139.960833","1","0","0","2014-08-07 23:08:27","2017-06-29 12:02:44","batch","batch"
"163","21718","8","守谷","もりや","35.947222","139.995556","1","0","0","2014-08-07 23:08:27","2017-06-29 12:02:47","batch","batch"
"164","29406","8","みらい平","みらいだいら","35.991389","140.041667","1","0","0","2014-08-07 23:08:27","2017-06-29 12:02:47","batch","batch"
"165","29407","8","みどりの","みどりの","36.026389","140.059444","1","0","0","2014-08-07 23:08:27","2017-06-29 12:02:47","batch","batch"
"166","29408","8","万博記念公園(茨城県)","ばんぱくきねんこうえん","36.055139","140.062639","1","0","0","2014-08-07 23:08:27","2017-06-29 12:02:46","batch","batch"
"167","29409","8","研究学園","けんきゅうがくえん","36.078889","140.085833","1","0","0","2014-08-07 23:08:27","2017-06-29 12:02:45","batch","batch"
"168","29410","8","つくば","つくば","36.079444","140.114722","1","0","0","2014-08-07 23:08:27","2017-06-29 12:02:46","batch","batch"
"169","22029","11","熊谷","くまがや","36.136528","139.393111","1","0","0","2014-08-07 23:08:38","2017-06-29 12:02:45","batch","batch"
"170","29484","11","本庄早稲田","ほんじょうわせだ","36.215833","139.1825","1","0","0","2014-08-07 23:08:38","2017-06-29 12:02:47","batch","batch"
"171","21913","10","高崎","たかさき","36.318889","139.015833","1","0","0","2014-08-07 23:08:38","2017-06-29 12:02:45","batch","batch"
"172","21907","10","上毛高原","じょうもうこうげん","36.689944","138.980666","1","0","0","2014-08-07 23:08:38","2017-06-29 12:02:45","batch","batch"
"173","23938","15","越後湯沢","えちごゆざわ","36.933056","138.8125","1","0","0","2014-08-07 23:08:38","2017-06-29 12:02:44","batch","batch"
"174","23913","15","浦佐","うらさ","37.164277","138.926083","1","0","0","2014-08-07 23:08:38","2017-06-29 12:02:44","batch","batch"
"175","24029","15","長岡","ながおか","37.44461","138.857166","1","0","0","2014-08-07 23:08:38","2017-06-29 12:02:46","batch","batch"
"176","24016","15","燕三条","つばめさんじょう","37.646055","138.9425","1","0","0","2014-08-07 23:08:38","2017-06-29 12:02:46","batch","batch"
"177","24033","15","新潟","にいがた","37.908889","139.064722","1","0","0","2014-08-07 23:08:38","2017-06-29 12:02:46","batch","batch"
"178","29186","10","安中榛名","あんなかはるな","36.359444","138.852778","1","0","0","2014-08-07 23:08:48","2017-06-29 12:02:44","batch","batch"
"179","24163","20","軽井沢","かるいざわ","36.339639","138.638111","1","0","0","2014-08-07 23:08:48","2017-06-29 12:02:44","batch","batch"
"180","29187","20","佐久平","さくだいら","36.274444","138.466389","1","0","0","2014-08-07 23:08:48","2017-06-29 12:02:45","batch","batch"
"181","24129","20","上田","うえだ","36.392611","138.253222","1","0","0","2014-08-07 23:08:48","2017-06-29 12:02:44","batch","batch"
"182","24282","20","長野","ながの","36.640333","138.192139","1","0","0","2014-08-07 23:08:48","2017-06-29 12:02:46","batch","batch"
"183","22150","11","宮原","みやはら","35.937055","139.612778","1","0","0","2014-08-07 23:08:58","2017-06-29 12:02:47","batch","batch"
"184","21968","11","上尾","あげお","35.970333","139.591667","1","0","0","2014-08-07 23:08:58","2017-06-29 12:02:43","batch","batch"
"185","22015","11","北上尾","きたあげお","35.982444","139.580444","1","0","0","2014-08-07 23:08:58","2017-06-29 12:02:44","batch","batch"
"186","21992","11","桶川","おけがわ","35.995611","139.567249","1","0","0","2014-08-07 23:08:58","2017-06-29 12:02:44","batch","batch"
"187","22024","11","北本","きたもと","36.028416","139.537194","1","0","0","2014-08-07 23:08:58","2017-06-29 12:02:44","batch","batch"
"188","22033","11","鴻巣","こうのす","36.056055","139.51286","1","0","0","2014-08-07 23:08:58","2017-06-29 12:02:45","batch","batch"
"189","22020","11","北鴻巣","きたこうのす","36.082388","139.48025","1","0","0","2014-08-07 23:08:58","2017-06-29 12:02:44","batch","batch"
"190","22122","11","吹上(埼玉県)","ふきあげ","36.100055","139.456361","1","0","0","2014-08-07 23:08:58","2017-06-29 12:02:46","batch","batch"
"191","22026","11","行田","ぎょうだ","36.110694","139.435472","1","0","0","2014-08-07 23:08:58","2017-06-29 12:02:45","batch","batch"
"192","22000","11","籠原","かごはら","36.1715","139.333722","1","0","0","2014-08-07 23:08:58","2017-06-29 12:02:44","batch","batch"
"193","22121","11","深谷","ふかや","36.188333","139.284194","1","0","0","2014-08-07 23:08:58","2017-06-29 12:02:46","batch","batch"
"194","21990","11","岡部","おかべ","36.202721","139.240833","1","0","0","2014-08-07 23:08:58","2017-06-29 12:02:44","batch","batch"
"195","22132","11","本庄","ほんじょう","36.232972","139.191806","1","0","0","2014-08-07 23:08:58","2017-06-29 12:02:47","batch","batch"
"196","22063","11","神保原","じんぼはら","36.250583","139.152472","1","0","0","2014-08-07 23:08:58","2017-06-29 12:02:45","batch","batch"
"197","21899","10","新町(群馬県)","しんまち","36.270027","139.108666","1","0","0","2014-08-07 23:08:58","2017-06-29 12:02:45","batch","batch"
"198","21876","10","倉賀野","くらがの","36.29711","139.052361","1","0","0","2014-08-07 23:08:58","2017-06-29 12:02:45","batch","batch"
"199","22963","13","府中本町","ふちゅうほんまち","35.662972","139.480388","1","0","0","2014-08-07 23:09:08","2017-06-29 12:02:47","batch","batch"
"200","22635","13","北府中","きたふちゅう","35.677555","139.475","1","0","0","2014-08-07 23:09:08","2017-06-29 12:02:44","batch","batch"
"201","22872","13","西国分寺","にしこくぶんじ","35.696555","139.468889","1","0","0","2014-08-07 23:09:08","2017-06-29 12:02:46","batch","batch"
"202","22738","13","新小平","しんこだいら","35.727582","139.473694","1","0","0","2014-08-07 23:09:08","2017-06-29 12:02:45","batch","batch"
"203","22728","13","新秋津","しんあきつ","35.774639","139.496583","1","0","0","2014-08-07 23:09:08","2017-06-29 12:02:45","batch","batch"
"204","22113","11","東所沢","ひがしところざわ","35.791389","139.517","1","0","0","2014-08-07 23:09:08","2017-06-29 12:02:46","batch","batch"
