"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","A1589","2018-01-31 17:39:09","A1589","2018-01-31 17:55:46","2"
"2","1","2","A1589","2018-01-31 17:39:09","A1589",\N,"1"
"3","1","3","A1589","2018-01-31 17:39:09","A1589",\N,"1"
"4","2","1","A1589","2018-01-31 17:39:04","A1589",\N,"1"
"5","3","1","A1589","2018-01-31 17:41:18","A1589",\N,"1"
"6","10","1","A1589","2018-01-31 17:53:16","A1589","2018-07-25 15:20:32","2"
"7","4","1","A1589","2018-01-31 17:42:11","A1589","2018-08-06 16:18:14","2"
"8","5","1","A1589","2018-01-31 17:43:35","A1589","2018-08-06 16:17:54","2"
"9","5","2","A1589","2018-01-31 17:43:35","A1589","2018-08-06 16:18:59","2"
"10","5","3","A1589","2018-01-31 17:43:35","A1589",\N,"1"
"11","6","1","A1589","2018-01-31 17:45:09","A1589",\N,"1"
"12","6","2","A1589","2018-01-31 17:45:09","A1589",\N,"1"
"13","7","1","A1589","2018-01-31 17:47:22","A1589","2018-08-06 16:23:30","2"
"14","8","3","A1589","2018-01-31 17:54:35","A1589","2018-08-06 16:27:40","2"
"15","8","1","A1589","2018-01-31 17:54:35","A1589","2018-08-06 16:27:03","3"
"16","8","2","A1589","2018-01-31 17:54:35","A1589","2018-08-06 16:26:47","2"
"17","9","1","A1589","2018-01-31 17:50:02","A1589",\N,"1"
"18","9","2","A1589","2018-01-31 17:50:02","A1589",\N,"1"
