"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","B80834","2018-03-14 16:34:54","B80834","2020-03-16 16:50:15","37"
"2","2","1","B80834","2018-03-14 16:35:45","B80834","2018-05-25 10:16:28","3"
"3","3","1","B80834","2020-03-16 17:01:19","B80834",\N,"1"
"4","4","1","B80834","2018-03-14 16:36:29","B80834","2018-05-25 10:31:49","3"
"5","5","1","B80834","2018-03-14 16:36:53","B80834","2018-05-25 10:32:02","3"
"6","6","1","B80834","2020-03-16 17:01:10","B80834",\N,"1"
"7","7","1","B80834","2018-03-14 16:37:34","B80834","2018-05-25 10:32:26","4"
"8","8","1","B80834","2018-03-14 16:37:53","B80834","2018-05-25 10:32:38","4"
"9","9","1","B80834","2020-03-16 17:00:59","B80834","2020-04-10 09:55:52","2"
"10","10","1","B80834","2018-03-14 16:38:32","B80834","2018-05-25 10:33:42","4"
"11","11","1","B80834","2018-03-14 16:38:52","B80834","2019-11-28 16:32:09","17"
"12","12","1","B80834","2018-03-14 17:50:16","B80834","2018-05-25 10:34:08","3"
"13","12","2","B80834","2018-03-14 17:50:17","B80834","2018-12-18 17:52:57","5"
"14","12","3","B80834","2018-03-14 17:50:18","B80834","2018-05-25 10:34:20","4"
"15","12","4","B80834","2018-03-14 17:50:19","B80834","2019-11-28 16:32:42","14"
"16","16","1","B80834","2020-03-16 17:01:52","B80834",\N,"1"
"17","17","1","B80834","2018-03-14 16:40:56","B80834","2018-05-25 10:34:59","5"
"18","18","1","B80834","2018-03-14 16:41:13","B80834","2018-05-25 10:35:13","3"
"19","19","1","A2636","2018-04-05 17:56:19","A2636",\N,"1"
"20","21","1","B80834","2020-03-16 17:02:22","B80834",\N,"1"
"21","20","1","B80834","2020-03-16 17:01:41","B80834",\N,"1"
"23","22","1","B80834","2020-02-04 11:13:36","B80834",\N,"1"
"24","26","0","B80834","2019-11-28 16:31:06","B80834","2020-03-16 16:48:02","8"
"25","23","1","B80834","2020-04-10 08:00:54","B80834","2020-04-10 08:05:45","2"
"26","24","1","B80834","2020-04-10 08:02:28","B80834","2020-04-10 08:07:44","2"
"27","25","1","B80834","2020-04-10 09:55:08","B80834","2020-04-10 09:56:28","2"
"28","27","1","B80834","2020-04-10 08:01:27","B80834","2020-04-10 08:05:01","2"
"29","28","1","B80834","2020-02-04 11:19:34","B80834","2020-03-16 16:54:41","3"
"30","29","1","B80834","2020-02-04 11:24:04","B80834","2020-03-16 16:55:11","3"
"31","30","1","B80834","2020-02-04 11:24:16","B80834","2020-03-16 16:55:39","3"
"32","31","1","B80834","2020-03-16 17:02:07","B80834",\N,"1"
