"LINE_ID","SHIFT_CALENDAR_ID","PERIOD_FROM","PERIOD_TO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","2017-10-07","2017-10-09","A2062","2017-08-23 14:27:37","A1589","2017-10-10 17:23:14","2"
"1","4","2017-10-10","2017-11-06","A1589","2017-10-10 17:23:14","A1589","2017-11-07 14:56:08","2"
"1","5","2017-11-07","2018-06-02","A1589","2017-11-07 14:56:08","A2062","2018-05-18 17:27:46","2"
"1","6","2018-06-03","2018-06-03","A2062","2018-05-18 17:27:46","A2062","2018-05-18 17:27:46","1"
"1","7","2018-06-04",\N,"A2062","2018-05-18 17:27:46","A2062",\N,"1"
"2","1","2017-11-10",\N,"A2064","2017-11-10 16:44:20","A2064","2017-11-10 16:44:20","1"
"3","2","2018-04-11","2018-05-31","A1589","2018-04-11 15:25:54","A1589","2018-04-11 15:25:54","1"
"3","3","2018-06-03","2018-06-03","A2062","2018-05-18 17:28:37","A2062","2018-05-18 17:28:37","1"
"3","4","2019-02-03","2019-05-26","A2636","2019-01-24 16:39:43","A2636","2019-01-24 16:39:43","1"
"4","1","2019-06-02",\N,"A2636","2019-01-24 16:41:45","A2636","2019-01-24 16:41:45","1"
"5","2","2019-06-20",\N,"A2062","2019-06-20 13:43:03","A2062","2019-06-20 13:43:03","1"
"6","1","2019-06-20",\N,"A2062","2019-06-20 13:48:37","A2062","2019-06-20 13:48:37","1"
"7","1","2019-06-20",\N,"A2062","2019-06-20 13:49:59","A2062","2019-06-20 13:49:59","1"
