"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"1","4","1","2019-09-03","2","脳ドック","帯1","0",\N,"3","0","0000","2300","1","9",\N,"A3212","2019-09-02 17:20:28","A3212","2019-09-02 17:20:28","0","1"
"2","2",\N,"1","4","1","2019-09-03","2","脳ドック","帯1","0",\N,"3","0","0000","2300","1","1","1","A3212","2019-09-02 17:20:28","A3212","2019-09-02 17:20:28","0","1"
"3","2",\N,"4","1","1","2019-10-01","2","脳ドック","帯1","0",\N,"3","0","0000","2300","1","9",\N,"A3211","2019-09-18 15:35:32","B100661","2019-09-18 16:01:38","1","2"
"4","2",\N,"4","1","1","2019-10-01","2","脳ドック","帯1","0",\N,"3","0","0000","2300","1","1","1","A3211","2019-09-18 15:35:32","A3213","2019-09-18 16:01:17","1","2"
"5","2",\N,"4","1","1","2019-10-01","2","脳ドック","帯1","0",\N,"3","0","0000","2300","1","1","2","A3211","2019-09-18 15:36:55","B100661","2019-09-18 16:01:38","1","2"
"6","2",\N,"4","2","1","2019-10-05","6","脳ドック","帯1","0",\N,"2","0","0000","2300","1","9",\N,"A3213","2019-09-18 16:01:17","A3213","2019-09-18 16:01:17","0","1"
"7","2",\N,"4","2","1","2019-10-05","6","脳ドック","帯1","0",\N,"2","0","0000","2300","1","1","1","A3213","2019-09-18 16:01:17","A3213","2019-09-18 16:01:17","0","1"
"8","2",\N,"4","2","1","2019-10-05","6","脳ドック","帯1","0",\N,"2","0","0000","2300","1","1","2","B100661","2019-09-18 16:01:38","B100661","2019-09-18 16:01:38","0","1"
"9","2",\N,"4","13","1","2019-11-12","2","脳ドック","帯1","0",\N,"3","0","0000","2300","1","9",\N,"CUSTUMER","2019-11-07 11:05:04","CUSTUMER","2019-11-07 11:05:04","0","1"
"10","2",\N,"4","13","1","2019-11-12","2","脳ドック","帯1","0",\N,"3","0","0000","2300","1","1","1","CUSTUMER","2019-11-07 11:05:04","CUSTUMER","2019-11-07 11:05:04","0","1"
"11","2",\N,"4","29","1","2020-01-10","5","脳ドック","帯1","0",\N,"3","0","0000","2300","1","9",\N,"CUSTUMER","2019-12-30 21:55:21","CUSTUMER","2019-12-30 21:55:21","0","1"
"12","2",\N,"4","29","1","2020-01-10","5","脳ドック","帯1","0",\N,"3","0","0000","2300","1","1","1","CUSTUMER","2019-12-30 21:55:21","CUSTUMER","2019-12-30 21:55:21","0","1"
"13","2",\N,"4","40","1","2020-02-15","6","脳ドック","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2020-02-03 19:11:34","CUSTUMER","2020-02-03 19:11:34","0","1"
"14","2",\N,"4","40","1","2020-02-15","6","脳ドック","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2020-02-03 19:11:34","CUSTUMER","2020-02-03 19:11:34","0","1"
