"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"20453","2","0","A3212","2017-10-12 14:52:21","A3212","2019-09-25 13:13:44","5"
"21299","3","1","A2064","2017-11-17 15:27:29","A2064",\N,"1"
"21301","5","1","A2636","2019-05-17 19:10:12","A2636",\N,"1"
"21302","9","1","A2636","2019-05-17 19:19:52","A2636",\N,"1"
"21303","4","1","A2636","2019-05-17 19:08:00","A2636",\N,"1"
"21305","7","1","A2636","2019-05-17 19:14:23","A2636",\N,"1"
"21306","6","1","A2636","2019-05-17 19:12:21","A2636",\N,"1"
"21307","11","2","A2636","2019-05-17 19:24:26","A2636",\N,"1"
"21308","12","1","A2636","2019-05-17 19:25:48","A2636",\N,"1"
"21309","9","3","A2636","2019-05-17 19:19:56","A2636",\N,"1"
"21310","10","1","A2636","2019-05-17 19:20:45","A2636",\N,"1"
"21311","11","1","A2636","2019-05-17 19:24:24","A2636",\N,"1"
"21312","11","3","A2636","2019-05-17 19:24:27","A2636",\N,"1"
"21313","12","3","A2636","2019-05-17 19:25:51","A2636",\N,"1"
"21314","9","4","A2636","2019-05-17 19:19:57","A2636",\N,"1"
"21315","12","2","A2636","2019-05-17 19:25:50","A2636",\N,"1"
"21316","4","2","A2636","2019-05-17 19:08:07","A2636",\N,"1"
"21317","13","1","A2636","2019-05-17 19:26:57","A2636",\N,"1"
"21318","8","1","A2636","2019-05-17 19:15:29","A2636",\N,"1"
"21319","9","2","A2636","2019-05-17 19:19:54","A2636",\N,"1"
"21320","6","2","A2636","2019-05-17 19:12:22","A2636",\N,"1"
"21321","2","0","A3212","2019-08-26 17:57:13","A3212","2019-10-03 09:38:23","5"
