"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","A3218","2019-01-17 14:39:38","A3218","2019-08-16 13:31:39","3"
"2","1","2","A3218","2019-01-17 14:39:41","A3218","2019-08-16 13:32:14","3"
"3","1","3","A3218","2019-01-17 14:39:43","A3218","2019-08-16 13:32:55","3"
"4","1","4","A3220","2019-01-17 14:39:45","A3220","2019-09-19 15:20:25","3"
"5","2","1","A3251","2019-08-01 14:34:49","A3251","2019-09-30 15:47:23","3"
"6","2","2","A3251","2019-08-01 14:34:51","A3251","2019-09-30 15:48:08","5"
"7","2","3","A3251","2019-08-01 14:34:52","A3251","2019-09-30 15:49:14","5"
"8","3","1","A3251","2019-01-17 14:40:32","A3251","2019-09-30 15:49:52","3"
"9","3","2","A3251","2019-01-17 14:40:34","A3251","2019-09-30 15:50:33","3"
"10","3","3","A3251","2019-01-17 14:40:36","A3251","2019-09-30 15:51:11","3"
"11","4","1","A2636","2018-09-20 15:06:25","A2636",\N,"1"
"12","7","1","A3271","2019-08-16 13:43:53","A3271","2019-11-27 10:44:15","2"
"13","7","2","A3271","2019-08-16 13:43:55","A3271","2019-11-27 10:44:57","2"
"14","7","3","A3271","2019-08-16 13:43:57","A3271","2019-11-27 10:54:56","2"
"15","7","4","A3271","2019-08-16 13:43:58","A3271","2019-11-27 10:55:40","3"
"16","5","1","A3271","2019-08-01 14:35:01","A3271","2019-11-27 10:56:40","4"
"17","5","2","A3271","2019-08-01 14:35:03","A3271","2019-11-27 10:57:35","4"
"18","5","3","A3271","2019-08-01 14:35:04","A3271","2019-11-27 10:58:44","6"
"19","6","1","A3271","2019-08-16 13:43:37","A3271","2019-11-27 10:59:29","3"
"20","6","2","A3271","2019-08-16 13:43:38","A3271","2019-11-27 11:00:27","2"
"21","6","3","A3271","2019-08-16 13:43:40","A3271","2019-11-27 11:01:13","2"
