"LINE_ID","SHIFT_CALENDAR_ID","SHIFT_ID","REPETITION_TP","REPETITION_DATA","SETTING_NAME","TIMEZONE_PATTERN_ID","DISPLAY_TEXT","BACKGROUND_COLOR","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"21","1","1","2","9_1","繰り返し設定1","1","","FFFFFF","A3220","2019-08-09 13:27:07","A3220","2019-08-09 13:27:07","1"
"21","1","1","2","9_2","繰り返し設定1","1","","FFFFFF","A3220","2019-08-09 13:27:07","A3220","2019-08-09 13:27:07","1"
"21","1","1","2","9_3","繰り返し設定1","1","","FFFFFF","A3220","2019-08-09 13:27:07","A3220","2019-08-09 13:27:07","1"
"21","1","1","2","9_4","繰り返し設定1","1","","FFFFFF","A3220","2019-08-09 13:27:07","A3220","2019-08-09 13:27:07","1"
"21","1","1","2","9_5","繰り返し設定1","1","","FFFFFF","A3220","2019-08-09 13:27:07","A3220","2019-08-09 13:27:07","1"
"21","1","1","2","9_6","繰り返し設定1","1","","FFFFFF","A3220","2019-08-09 13:27:07","A3220","2019-08-09 13:27:07","1"
"21","2","1","2","9_1","繰り返し設定1","2","","FFFFFF","A3220","2019-08-09 13:28:15","A3220","2019-08-09 13:28:15","1"
"21","2","1","2","9_2","繰り返し設定1","2","","FFFFFF","A3220","2019-08-09 13:28:15","A3220","2019-08-09 13:28:15","1"
"21","2","1","2","9_3","繰り返し設定1","2","","FFFFFF","A3220","2019-08-09 13:28:15","A3220","2019-08-09 13:28:15","1"
"21","2","1","2","9_4","繰り返し設定1","2","","FFFFFF","A3220","2019-08-09 13:28:15","A3220","2019-08-09 13:28:15","1"
"21","2","1","2","9_5","繰り返し設定1","2","","FFFFFF","A3220","2019-08-09 13:28:15","A3220","2019-08-09 13:28:15","1"
"21","3","1","2","9_1","繰り返し設定1","3","","FFFFFF","A3220","2019-08-09 13:28:59","A3220","2019-08-09 13:28:59","1"
"21","7","1","2","9_3","繰り返し設定1","7","","FFFFFF","A3220","2019-08-09 13:28:59","A3220","2019-08-09 13:28:59","1"
"21","9","1","2","9_4","繰り返し設定1","9","","FFFFFF","A3220","2019-08-09 13:28:59","A3220","2019-08-09 13:28:59","1"
"21","11","1","2","9_5","繰り返し設定1","11","","FFFFFF","A3220","2019-08-09 13:28:59","A3220","2019-08-09 13:28:59","1"
"21","12","1","2","9_1","繰り返し設定1","12","","FFFFFF","A3220","2019-08-09 13:28:59","A3220","2019-08-09 13:28:59","1"
"21","12","1","2","9_2","繰り返し設定1","12","","FFFFFF","A3220","2019-08-09 13:28:59","A3220","2019-08-09 13:28:59","1"
"21","12","1","2","9_3","繰り返し設定1","12","","FFFFFF","A3220","2019-08-09 13:28:59","A3220","2019-08-09 13:28:59","1"
"21","12","1","2","9_4","繰り返し設定1","12","","FFFFFF","A3220","2019-08-09 13:28:59","A3220","2019-08-09 13:28:59","1"
"21","12","1","2","9_5","繰り返し設定1","12","","FFFFFF","A3220","2019-08-09 13:28:59","A3220","2019-08-09 13:28:59","1"
"21","13","1","2","9_1","繰り返し設定1","13","","FFFFFF","A3220","2019-08-09 13:29:00","A3220","2019-08-09 13:29:00","1"
"21","15","1","2","9_2","繰り返し設定1","15","","FFFFFF","A3220","2019-08-09 13:29:00","A3220","2019-08-09 13:29:00","1"
"21","17","1","2","9_3","繰り返し設定1","17","","FFFFFF","A3220","2019-08-09 13:29:00","A3220","2019-08-09 13:29:00","1"
"21","19","1","2","9_4","繰り返し設定1","19","","FFFFFF","A3220","2019-08-09 13:29:00","A3220","2019-08-09 13:29:00","1"
"21","21","1","2","9_5","繰り返し設定1","21","","FFFFFF","A3220","2019-08-09 13:29:00","A3220","2019-08-09 13:29:00","1"
"21","22","1","2","9_1","繰り返し設定1","22","","FFFFFF","A3220","2019-08-09 13:29:00","A3220","2019-08-09 13:29:00","1"
"21","22","1","2","9_2","繰り返し設定1","22","","FFFFFF","A3220","2019-08-09 13:29:00","A3220","2019-08-09 13:29:00","1"
"21","22","1","2","9_3","繰り返し設定1","22","","FFFFFF","A3220","2019-08-09 13:29:00","A3220","2019-08-09 13:29:00","1"
"21","22","1","2","9_4","繰り返し設定1","22","","FFFFFF","A3220","2019-08-09 13:29:00","A3220","2019-08-09 13:29:00","1"
"21","22","1","2","9_5","繰り返し設定1","22","","FFFFFF","A3220","2019-08-09 13:29:00","A3220","2019-08-09 13:29:00","1"
