"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","A3271","2019-07-11 17:18:02","A3271","2019-12-03 18:06:13","7"
"2","2","1","A3271","2019-07-11 17:18:20","A3271","2019-12-03 18:06:26","11"
"3","1","2","A3271","2019-07-11 17:18:03","A3271","2019-12-03 18:06:39","10"
"4","2","2","A3271","2019-07-11 17:18:22","A3271","2019-12-03 18:06:50","9"
"5","3","1","A3271","2019-07-11 17:18:45","A3271","2019-12-03 18:07:02","11"
"6","4","1","A3271","2019-07-11 17:19:04","A3271","2019-12-03 18:07:14","7"
"7","4","2","A3271","2019-07-11 17:19:05","A3271","2019-12-03 18:07:35","6"
"8","4","3","A3271","2019-07-11 17:19:07","A3271","2019-12-03 18:07:47","5"
"9","4","4","A3271","2019-07-11 17:19:09","A3271","2019-12-03 18:08:00","5"
"10","4","5","A3271","2019-07-11 17:19:10","A3271","2019-12-03 18:08:12","6"
"11","5","1","A2062","2019-07-11 17:19:22","A2062",\N,"1"
"12","6","1","A3210","2019-12-20 15:05:31","A3210",\N,"1"
