"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"2","2","1","2018-08-05","7","WEB予約受け付けない","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2018-07-13 09:41:46","A2062","2018-07-13 09:41:46","0","1"
"2","2",\N,"2","2","1","2018-08-05","7","WEB予約受け付けない","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2018-07-13 09:41:46","A2062","2018-07-13 09:41:46","0","1"
"3","2",\N,"4","1","1","2019-10-28","1","WEB予約受け付けない","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A3213","2019-08-28 14:58:41","A3213","2019-08-28 14:58:41","0","1"
"4","2",\N,"4","1","1","2019-10-28","1","WEB予約受け付けない","帯1","0",\N,"1","0","0000","2300","1","1","1","A3213","2019-08-28 14:58:41","A3213","2019-08-28 14:58:41","0","1"
"5","2",\N,"2","5","1","2019-12-11","3","WEB予約受け付けない","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A3210","2019-10-16 10:05:46","A3210","2019-10-16 10:05:46","0","1"
"6","2",\N,"2","5","1","2019-12-11","3","WEB予約受け付けない","帯1","0",\N,"1","0","0000","2300","1","1","1","A3210","2019-10-16 10:05:46","A3210","2019-10-16 10:05:46","0","1"
"7","2",\N,"2","6","1","2019-12-06","5","WEB予約受け付けない","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A3215","2019-11-15 09:27:41","A3215","2019-11-15 09:27:41","0","1"
"8","2",\N,"2","6","1","2019-12-06","5","WEB予約受け付けない","帯1","0",\N,"1","0","0000","2300","1","1","1","A3215","2019-11-15 09:27:41","A3215","2019-11-15 09:27:41","0","1"
"9","2",\N,"2","7","1","2019-12-20","5","WEB予約受け付けない","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A3215","2019-11-15 17:37:38","A3215","2019-11-15 17:37:38","0","1"
"10","2",\N,"2","7","1","2019-12-20","5","WEB予約受け付けない","帯1","0",\N,"1","0","0000","2300","1","1","1","A3215","2019-11-15 17:37:39","A3215","2019-11-15 17:37:39","0","1"
"11","2",\N,"2","8","1","2020-01-06","1","WEB予約受け付けない","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A3271","2019-12-16 15:54:15","A3271","2019-12-16 15:54:15","0","1"
"12","2",\N,"2","8","1","2020-01-06","1","WEB予約受け付けない","帯1","0",\N,"1","0","0000","2300","1","1","1","A3271","2019-12-16 15:54:15","A3271","2019-12-16 15:54:15","0","1"
