"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
87910,30,system,2018-09-05 23:19:39,system,2018-09-05 23:19:39,1
87910,31,system,2018-09-05 23:19:39,system,2018-09-05 23:19:39,1
87910,32,system,2018-09-05 23:19:39,system,2018-09-05 23:19:39,1
87910,33,system,2018-09-05 23:19:39,system,2018-09-05 23:19:39,1
87910,36,system,2018-09-05 23:19:39,system,2018-09-05 23:19:39,1
87910,37,system,2018-09-05 23:19:39,system,2018-09-05 23:19:39,1
87910,38,system,2018-09-05 23:19:39,system,2018-09-05 23:19:39,1
87910,150,system,2018-09-05 23:19:39,system,2018-09-05 23:19:39,1
87910,203,system,2018-09-05 23:19:39,system,2018-09-05 23:19:39,1
91481,30,B91481,2019-01-23 14:38:26,B91481,2019-01-23 14:38:26,1
91481,31,B91481,2019-01-23 14:38:26,B91481,2019-01-23 14:38:26,1
91481,32,B91481,2019-01-23 14:38:26,B91481,2019-01-23 14:38:26,1
91481,33,B91481,2019-01-23 14:38:26,B91481,2019-01-23 14:38:26,1
91481,36,B91481,2019-01-23 14:38:26,B91481,2019-01-23 14:38:26,1
91481,37,B91481,2019-01-23 14:38:26,B91481,2019-01-23 14:38:26,1
91481,38,B91481,2019-01-23 14:38:26,B91481,2019-01-23 14:38:26,1
91481,150,B91481,2019-01-23 14:38:26,B91481,2019-01-23 14:38:26,1
91481,203,B91481,2019-01-23 14:38:26,B91481,2019-01-23 14:38:26,1
