"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","A3220","2018-08-28 20:04:58","A3220","2019-10-03 14:59:57","10"
"2","2","1","A3220","2018-08-28 20:06:00","A3220","2019-10-03 15:00:58","11"
"3","3","1","A3220","2018-08-28 20:06:54","A3220","2019-10-03 15:02:38","9"
"4","4","1","B86187","2018-08-28 20:07:45","B86187","2019-01-23 14:08:09","5"
"5","5","1","B86187","2018-08-28 20:09:19","B86187","2019-01-23 14:08:25","6"
"6","6","1","A3220","2018-08-28 20:10:02","A3220","2019-10-03 14:52:38","11"
"7","7","1","A3220","2018-08-28 20:10:49","A3220","2019-10-03 14:54:27","9"
"8","8","1","A3220","2018-08-28 20:11:31","A3220","2019-10-03 14:53:41","9"
"9","9","1","B86187","2018-08-28 20:12:16","B86187","2019-01-23 14:08:43","4"
"10","10","1","A2636","2018-09-07 18:15:47","A2636",\N,"1"
"11","11","1","B86187","2019-01-09 17:07:21","B86187","2019-06-10 15:47:37","2"
"12","9","0","A3220","2019-01-23 14:21:09","A3220","2019-10-03 14:58:52","7"
"13","12","1","A3220","2019-01-23 14:37:08","A3220","2019-10-03 14:56:50","12"
"14","13","1","B86187","2019-03-22 16:32:32","B86187","2019-06-10 15:47:00","2"
"15","13","0","B86187","2019-03-22 16:45:36","B86187","2019-06-10 15:47:17","5"
"16","14","1","A2636","2019-06-24 16:03:25","A2636",\N,"1"
"17","15","0","A2636","2019-06-06 15:59:05","A2636","2019-06-24 15:48:57","5"
"18","15","0","A2636","2019-06-06 16:19:34","A2636","2019-06-24 16:14:43","5"
"19","16","1","A2636","2019-06-24 15:02:16","A2636",\N,"1"
"20","16","0","A2636","2019-06-12 15:29:58","A2636","2019-06-24 15:46:27","5"
"21","16","0","A2636","2019-06-17 16:00:56","A2636","2019-06-24 15:46:48","4"
"22","16","0","A2636","2019-06-17 16:39:02","A2636","2019-06-24 15:47:07","3"
"23","16","2","A2636","2019-06-24 15:02:17","A2636",\N,"1"
"24","15","0","A2636","2019-06-17 17:50:10","A2636","2019-06-24 12:57:58","4"
