"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"1","7","1","2018-07-19","4","ドックI（簡単人間ドック）","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2018-03-16 18:54:14","A2636","2018-05-09 09:50:48","0","1"
"2","2",\N,"1","7","1","2018-07-19","4","ドックI（簡単人間ドック）","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2018-03-16 18:54:14","A2636","2018-05-09 09:50:48","0","1"
"3","2",\N,"3","4","1","2018-12-25","2","ドックⅡn（脳ドック）","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2018-10-30 18:58:49","CUSTUMER","2018-10-30 18:58:49","0","1"
"4","2",\N,"3","4","1","2018-12-25","2","ドックⅡn（脳ドック）","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2018-10-30 18:58:49","CUSTUMER","2018-10-30 18:58:49","0","1"
"5","2",\N,"3","4","1","2018-12-25","2","ドックⅡn（脳ドック）","帯1","0",\N,"2","0","0000","2300","1","1","2","CUSTUMER","2018-10-30 19:02:23","B72438","2018-12-26 16:59:40","0","2"
"6","2",\N,"3","4","1","2019-02-12","2","ドックⅡn（脳ドック）","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2019-01-21 19:29:08","CUSTUMER","2019-01-21 19:29:08","0","1"
"7","2",\N,"3","4","1","2019-02-12","2","ドックⅡn（脳ドック）","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2019-01-21 19:29:08","CUSTUMER","2019-01-21 19:29:08","0","1"
"8","2",\N,"1","13","1","2019-04-26","5","ドックI（簡単人間ドック）","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2019-03-29 14:51:12","CUSTUMER","2019-03-29 14:51:12","0","1"
"9","2",\N,"1","13","1","2019-04-26","5","ドックI（簡単人間ドック）","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2019-03-29 14:51:12","CUSTUMER","2019-03-29 14:51:12","0","1"
"10","2",\N,"1","13","1","2019-08-06","2","ドックI（簡単人間ドック）","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2019-06-05 13:58:49","CUSTUMER","2019-06-05 13:58:49","0","1"
"11","2",\N,"1","13","1","2019-08-06","2","ドックI（簡単人間ドック）","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2019-06-05 13:58:49","B72438","2019-06-12 12:49:45","1","3"
"12","2",\N,"1","13","1","2019-08-06","2","ドックI（簡単人間ドック）","帯1","0",\N,"2","0","0000","2300","1","1","2","CUSTUMER","2019-06-05 14:03:53","CUSTUMER","2019-06-05 14:03:53","0","1"
"13","2",\N,"1","13","1","2019-08-08","4","ドックI（簡単人間ドック）","帯1","0",\N,"2","0","0000","2300","1","9",\N,"B72438","2019-06-12 12:49:45","B72438","2019-06-12 12:49:45","0","1"
"14","2",\N,"1","13","1","2019-08-08","4","ドックI（簡単人間ドック）","帯1","0",\N,"2","0","0000","2300","1","1","1","B72438","2019-06-12 12:49:45","B72438","2019-06-12 12:49:45","0","1"
"15","2",\N,"2","3","1","2019-07-25","4","ドックⅡ（おすすめドック）","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-07-04 19:37:36","A2062","2019-07-08 13:33:20","1","2"
"16","2",\N,"2","3","1","2019-07-25","4","ドックⅡ（おすすめドック）","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-07-04 19:37:36","A2062","2019-07-08 13:33:20","1","2"
"17","2",\N,"2","3","1","2019-08-15","4","ドックⅡ（おすすめドック）","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2019-07-08 13:33:20","A2062","2019-07-08 13:33:20","0","1"
"18","2",\N,"2","3","1","2019-08-15","4","ドックⅡ（おすすめドック）","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2019-07-08 13:33:20","A2062","2019-07-08 13:33:20","0","1"
"19","2",\N,"2","3","1","2019-08-09","5","ドックⅡ（おすすめドック）","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-07-19 17:25:15","A3213","2019-08-15 16:21:57","1","2"
"20","2",\N,"2","3","1","2019-08-09","5","ドックⅡ（おすすめドック）","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-07-19 17:25:15","A3213","2019-08-15 16:21:57","1","2"
"21","2",\N,"2","3","1","2019-10-15","2","ドックⅡ（おすすめドック）","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A3213","2019-08-15 16:21:57","A3213","2019-08-15 16:21:57","0","1"
"22","2",\N,"2","3","1","2019-10-15","2","ドックⅡ（おすすめドック）","帯1","0",\N,"1","0","0000","2300","1","1","1","A3213","2019-08-15 16:21:57","A3213","2019-08-15 16:21:57","0","1"
