"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","2","1","A3220","2019-08-29 11:15:55","A3220","2019-09-24 16:22:29","3"
"2","3","1","A3220","2019-08-29 11:22:54","A3220","2019-09-24 16:22:58","3"
"3","4","1","A2636","2018-05-16 09:34:46","A2636","2018-05-16 09:45:34","3"
"4","4","2","A2636","2018-05-16 09:34:47","A2636","2018-05-16 09:45:56","3"
"5","4","3","A2636","2018-05-16 09:34:48","A2636","2018-05-16 09:46:19","3"
"6","4","4","A2636","2018-05-16 09:34:49","A2636","2018-05-16 09:46:44","2"
"7","4","5","A2636","2018-05-16 09:34:51","A2636",\N,"1"
"8","4","6","A2636","2018-05-16 09:34:52","A2636",\N,"1"
"9","1","1","A3211","2018-05-16 09:33:44","A3211","2019-08-29 13:23:18","10"
"10","5","1","A2636","2018-05-16 09:35:04","A2636",\N,"1"
"11","6","0","B83625","2019-08-29 11:29:38","B83625","2020-02-26 12:37:57","8"
"12","7","0","B83625","2019-08-29 11:30:50","B83625","2020-02-26 12:39:20","8"
