"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
90859,30,system,2018-12-20 14:06:20,system,2018-12-20 14:06:20,1
90859,31,system,2018-12-20 14:06:20,system,2018-12-20 14:06:20,1
90859,32,system,2018-12-20 14:06:20,system,2018-12-20 14:06:20,1
90859,33,system,2018-12-20 14:06:20,system,2018-12-20 14:06:20,1
90859,36,system,2018-12-20 14:06:20,system,2018-12-20 14:06:20,1
90859,37,system,2018-12-20 14:06:20,system,2018-12-20 14:06:20,1
90859,38,system,2018-12-20 14:06:20,system,2018-12-20 14:06:20,1
90859,150,system,2018-12-20 14:06:20,system,2018-12-20 14:06:20,1
90859,203,system,2018-12-20 14:06:20,system,2018-12-20 14:06:20,1
93251,30,A1589,2019-03-28 10:46:57,A1589,2019-03-28 10:46:57,1
93251,31,A1589,2019-03-28 10:46:57,A1589,2019-03-28 10:46:57,1
93251,32,A1589,2019-03-28 10:46:57,A1589,2019-03-28 10:46:57,1
93251,33,A1589,2019-03-28 10:46:57,A1589,2019-03-28 10:46:57,1
93251,36,A1589,2019-03-28 10:46:57,A1589,2019-03-28 10:46:57,1
93251,37,A1589,2019-03-28 10:46:57,A1589,2019-03-28 10:46:57,1
93251,38,A1589,2019-03-28 10:46:57,A1589,2019-03-28 10:46:57,1
93251,150,A1589,2019-03-28 10:46:57,A1589,2019-03-28 10:46:57,1
93251,203,A1589,2019-03-28 10:46:57,A1589,2019-03-28 10:46:57,1
93411,30,A2636,2019-04-03 13:56:09,A2636,2019-04-03 13:56:09,1
93411,31,A2636,2019-04-03 13:56:09,A2636,2019-04-03 13:56:09,1
93411,33,A2636,2019-04-03 13:56:09,A2636,2019-04-03 13:56:09,1
93411,36,A2636,2019-04-03 13:56:09,A2636,2019-04-03 13:56:09,1
93411,203,A2636,2019-04-03 13:56:09,A2636,2019-04-03 13:56:09,1
