"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"20146","6","0","A2636","2017-10-11 10:53:51","A2636","2018-06-04 15:58:23","5"
"20147","7","0","A2636","2017-10-11 10:53:14","A2636","2018-06-04 15:59:11","8"
"21543","7","0","A1589","2017-10-11 10:53:14","A1589","2018-08-10 16:23:33","10"
"21544","7","0","A1589","2017-10-11 10:53:14","A1589","2018-08-10 16:23:53","11"
"21545","5","0","A2636","2017-10-11 10:53:45","A2636","2018-06-04 15:52:30","7"
"21546","5","0","A2636","2017-10-11 10:53:45","A2636","2018-06-04 15:45:27","9"
"21547","4","0","A2636","2017-10-11 10:55:20","A2636","2018-06-04 16:02:23","5"
"21550","7","0","A2636","2017-10-11 10:53:14","A2636","2018-06-04 16:03:55","3"
"21551","2","0","A2636","2017-10-11 10:55:13","A2636","2018-06-04 15:56:58","3"
"21903","7","0","A2636","2017-10-11 10:53:14","A2636","2018-06-04 15:55:12","8"
"21904","7","0","A2636","2017-10-11 10:53:14","A2636","2018-06-04 15:49:32","6"
"21905","8","0","A2064","2017-09-11 15:29:16","A2064",\N,"1"
