"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","A3271","2019-06-03 15:01:34","A3271","2019-11-29 16:49:23","18"
"2","1","2","A3271","2019-06-03 15:01:36","A3271","2019-11-29 16:49:35","11"
"3","2","1","A3271","2019-06-03 15:03:32","A3271","2019-11-29 16:49:50","12"
"4","1","3","A3271","2019-06-03 15:01:38","A3271","2019-11-29 16:50:10","12"
"5","1","4","A3271","2019-06-03 15:01:39","A3271","2019-11-29 16:50:25","11"
"6","1","5","A3271","2019-06-03 15:01:41","A3271","2019-11-29 16:50:38","9"
"7","1","6","A3271","2019-06-03 15:01:43","A3271","2019-11-29 16:50:50","10"
"8","1","7","A3271","2019-06-03 15:01:44","A3271","2019-11-29 16:51:28","10"
"9","1","8","A3211","2019-06-03 15:01:46","A3211","2020-01-10 13:09:25","13"
"10","1","9","A3271","2019-06-03 15:01:47","A3271","2019-11-29 16:51:39","10"
"11","2","2","A3271","2019-06-03 15:03:34","A3271","2019-11-29 16:51:52","11"
"12","1","10","A3271","2019-06-03 15:01:49","A3271","2019-11-29 16:51:15","10"
"13","2","3","A3271","2019-06-03 15:03:35","A3271","2019-11-29 16:52:06","9"
"14","2","4","A3271","2019-06-03 15:03:37","A3271","2019-11-29 16:52:20","10"
"15","3","1","A3271","2019-06-04 16:33:05","A3271","2019-11-29 16:52:34","9"
"16","2","5","A3271","2019-06-03 15:03:39","A3271","2019-11-29 16:52:46","6"
"17","4","1","A2636","2019-06-04 16:35:11","A2636",\N,"1"
