"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"17","4","1","A2636","2018-10-09 14:07:25","A2636",\N,"1"
"18","6","1","A3210","2020-04-08 09:26:38","A3210","2020-04-08 10:03:58","2"
"19","7","1","A3210","2020-04-08 09:27:24","A3210","2020-04-08 10:09:23","2"
"20","6","2","A3210","2020-04-08 09:26:39","A3210","2020-04-08 10:23:34","2"
"21","6","3","A3210","2020-04-08 09:26:41","A3210","2020-04-08 10:24:54","2"
"23","7","3","A3210","2020-04-08 09:27:27","A3210","2020-04-08 10:26:02","2"
"24","7","2","A3210","2020-04-08 09:27:26","A3210","2020-04-08 10:27:09","2"
"25","8","1","A3210","2020-04-08 09:28:23","A3210","2020-04-08 10:28:11","2"
"26","8","3","A3210","2020-04-08 09:28:27","A3210","2020-04-08 10:29:08","2"
"27","8","2","A3210","2020-04-08 09:28:25","A3210","2020-04-08 10:30:10","2"
"28","8","8","A3210","2020-04-08 09:28:35","A3210","2020-04-08 10:31:07","2"
"29","8","7","A3210","2020-04-08 09:28:33","A3210","2020-04-08 10:32:10","2"
"30","8","10","A3210","2020-04-08 09:28:38","A3210","2020-04-08 10:35:37","2"
"31","8","9","A3210","2020-04-08 09:28:37","A3210","2020-04-08 10:33:13","2"
"32","8","6","A3210","2020-04-08 09:28:32","A3210","2020-04-08 10:34:20","2"
"33","8","5","A3210","2020-04-08 09:28:30","A3210","2020-04-08 10:36:40","2"
"34","8","4","A3210","2020-04-08 09:28:28","A3210","2020-04-08 10:37:37","2"
