"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
86974,30,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86974,31,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86974,32,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86974,33,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86974,36,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86974,37,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86974,38,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86974,150,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86974,203,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
91468,30,B91468,2019-01-23 12:41:44,B91468,2019-01-23 12:41:44,1
91468,31,B91468,2019-01-23 12:41:44,B91468,2019-01-23 12:41:44,1
91468,32,B91468,2019-01-23 12:41:44,B91468,2019-01-23 12:41:44,1
91468,33,B91468,2019-01-23 12:41:44,B91468,2019-01-23 12:41:44,1
91468,36,B91468,2019-01-23 12:41:44,B91468,2019-01-23 12:41:44,1
91468,37,B91468,2019-01-23 12:41:44,B91468,2019-01-23 12:41:44,1
91468,38,B91468,2019-01-23 12:41:44,B91468,2019-01-23 12:41:44,1
91468,150,B91468,2019-01-23 12:41:44,B91468,2019-01-23 12:41:44,1
91468,203,B91468,2019-01-23 12:41:44,B91468,2019-01-23 12:41:44,1
