"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"2","2","6","A2636","2019-01-08 14:31:33","A2636","2019-05-07 12:31:59","4"
"7","1","1","A2636","2018-12-14 09:49:16","A2636",\N,"1"
"8","2","0","A2636","2019-01-17 16:11:07","A2636","2019-05-07 12:31:51","2"
"10","2","0","A2636","2019-01-17 16:13:58","A2636","2019-05-07 12:32:08","2"
"11","2","0","A2636","2019-01-17 16:14:36","A2636","2019-05-07 12:32:17","2"
"12","2","0","A2636","2019-01-17 16:15:20","A2636","2019-05-07 12:32:42","2"
"13","2","0","A2636","2019-01-17 16:16:00","A2636","2019-05-07 12:32:26","2"
"14","2","0","A3211","2019-08-28 17:29:56","A3211","2019-12-24 15:53:32","10"
"15","2","0","A3211","2019-08-28 17:35:23","A3211","2019-12-24 16:06:14","7"
"16","2","0","A3211","2019-08-28 17:38:47","A3211","2019-12-24 16:07:03","7"
"17","2","0","A3211","2019-08-28 17:44:42","A3211","2019-12-24 16:07:59","5"
"18","2","0","A3211","2019-08-28 17:49:07","A3211","2019-12-24 16:08:53","3"
"19","2","0","A3211","2019-08-28 17:51:06","A3211","2019-12-24 16:09:46","3"
"20","2","0","A3211","2019-10-10 15:02:35","A3211","2019-12-24 15:54:06","7"
"21","2","0","A3211","2019-10-10 15:09:38","A3211","2019-12-24 16:06:38","5"
"22","2","0","A3211","2019-10-10 15:19:10","A3211","2019-12-24 16:07:25","3"
"23","2","0","A3211","2019-10-10 15:25:01","A3211","2019-12-24 16:08:23","3"
"24","2","0","A3211","2019-10-10 15:44:53","A3211","2019-12-24 16:09:17","2"
"25","2","0","A3211","2019-10-10 15:48:30","A3211","2019-12-24 16:10:09","2"
"26","2","0","A3210","2019-11-05 09:28:09","A3210","2019-11-05 09:29:28","2"
