"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","4","1","A2636","2018-10-16 15:12:27","A2636","2018-10-19 13:32:01","2"
"2","4","2","A2636","2018-10-16 15:12:30","A2636","2018-10-19 13:29:23","2"
"3","3","1","A2636","2018-10-16 15:10:19","A2636","2018-10-19 13:34:27","2"
"4","3","2","A2636","2018-10-16 15:10:21","A2636","2018-10-19 13:15:39","3"
"5","4","3","A2636","2018-10-16 15:12:32","A2636","2018-10-19 13:27:34","2"
"6","2","2","A2636","2018-10-16 15:07:10","A2636","2018-10-19 13:01:35","2"
"7","3","3","A2636","2018-10-16 15:10:23","A2636","2018-10-19 13:06:20","2"
"8","6","1","A2636","2018-10-16 15:14:49","A2636","2018-10-19 13:00:00","2"
"9","6","2","A2636","2018-10-16 15:14:51","A2636","2018-10-19 13:20:27","2"
"10","6","3","A2636","2018-10-16 15:14:53","A2636","2018-10-19 13:07:38","2"
"11","4","4","A2636","2018-10-16 15:12:34","A2636","2018-10-19 12:44:20","3"
"12","7","1","A2636","2018-10-16 15:15:39","A2636","2018-10-19 12:55:12","2"
"13","2","1","A2636","2018-10-16 15:07:08","A2636","2018-10-19 13:36:59","2"
"14","2","3","A2636","2018-10-16 15:07:12","A2636","2018-10-19 13:35:51","2"
"15","2","4","A2636","2018-10-16 15:07:13","A2636","2018-10-19 12:48:18","3"
"17","1","1","A2636","2018-10-16 15:01:40","A2636","2018-10-19 13:25:56","2"
"18","1","2","A2636","2018-10-16 15:01:43","A2636","2018-10-19 13:19:00","2"
"19","2","6","A2636","2018-10-16 15:07:17","A2636","2018-10-19 13:03:21","2"
"20","1","3","A2636","2018-10-16 15:01:45","A2636","2018-10-19 12:53:06","2"
"21","6","4","A2636","2018-10-16 15:14:55","A2636","2018-10-19 13:30:41","2"
"22","5","1","A2636","2018-10-16 15:13:44","A2636","2018-10-19 13:32:54","2"
"23","5","2","A2636","2018-10-16 15:13:47","A2636","2018-10-19 13:37:52","2"
"24","5","3","A2636","2018-10-16 15:13:50","A2636","2018-10-19 13:16:50","2"
"25","5","4","A2636","2018-10-16 15:13:52","A2636","2018-10-19 12:49:32","2"
"26","5","5","A2636","2018-10-16 15:13:56","A2636","2018-10-19 12:58:28","2"
"27","2","0","A2636","2018-10-19 12:57:03","A2636",\N,"1"
"28","8","1","A2636","2018-10-19 13:48:53","A2636",\N,"1"
