"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","A3210","2018-09-21 18:04:18","A3210","2020-01-27 15:47:46","8"
"2","2","1","B86874","2020-04-01 10:21:33","B86874",\N,"1"
"3","3","1","A3210","2018-09-21 18:05:15","A3210","2020-01-27 15:48:09","8"
"4","4","1","A3210","2018-09-21 18:06:02","A3210","2020-01-27 15:48:20","9"
"5","5","1","A3210","2018-09-21 18:11:01","A3210","2020-01-27 15:48:29","11"
"6","6","1","A3210","2018-09-21 18:12:05","A3210","2020-01-27 15:48:38","10"
"7","7","1","A3210","2018-09-21 18:12:42","A3210","2020-01-27 15:48:47","8"
"8","13","1","A2636","2019-07-17 09:16:14","A2636",\N,"1"
"9","8","0","A3271","2019-07-17 09:14:14","A3271","2019-11-28 15:20:05","5"
"10","9","0","A3271","2019-07-17 09:14:59","A3271","2019-11-28 15:20:16","4"
"11","10","0","A3271","2019-07-17 09:15:37","A3271","2019-11-28 15:20:28","5"
"12","14","0","A3271","2019-07-17 09:17:54","A3271","2019-11-28 15:20:38","5"
"13","14","0","A3271","2019-07-17 09:19:05","A3271","2019-11-28 15:20:49","5"
"14","11","0","A3271","2019-07-17 09:19:43","A3271","2019-11-28 15:21:02","5"
"15","7","0","A3271","2019-07-17 09:20:50","A3271","2019-11-28 15:21:17","5"
