"LINE_ID","SHIFT_CALENDAR_ID","PERIOD_FROM","PERIOD_TO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","2017-08-22","2017-10-03","A2062","2017-08-22 14:37:57","A2062","2017-10-04 15:51:48","3"
"1","4","2017-10-04","2017-11-07","A2062","2017-10-04 15:51:45","A2062","2017-11-08 17:57:59","2"
"1","5","2017-11-08","2018-04-30","A2062","2017-11-08 17:57:56","A2636","2018-04-25 17:13:22","2"
"1","6","2018-05-01","2018-05-01","A2636","2018-04-25 17:13:20","A2636","2018-04-25 17:13:20","1"
"1","8","2018-05-02","2018-05-02","A2636","2018-04-25 17:13:22","A2636","2018-04-25 17:13:22","1"
"1","9","2018-05-03","2019-09-02","A2636","2018-04-25 17:13:22","A3212","2019-09-03 10:04:41","2"
"1","10","2019-09-03","2019-09-30","A3212","2019-09-03 10:04:41","A3212","2019-09-03 10:04:41","1"
"1","12","2019-10-01",\N,"A3212","2019-09-03 10:04:48","A3212","2019-09-03 10:04:48","1"
"2","1","2017-09-20","2017-10-04","A2062","2017-09-20 11:56:30","A2062","2017-10-05 18:55:57","2"
"2","2","2017-10-05","2017-10-15","A2062","2017-10-05 18:55:54","A2064","2017-10-16 16:27:13","2"
"2","3","2017-10-16",\N,"A2064","2017-10-16 16:27:11","A2064","2017-10-16 16:27:11","1"
"3","1","2019-08-30",\N,"A3218","2019-08-30 08:05:52","A3218","2019-08-30 08:05:52","1"
"4","1","2019-10-01",\N,"A3212","2019-09-03 10:05:25","A3212","2019-09-03 10:05:25","1"
