"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","4","1","A3210","2019-04-04 10:50:43","A3210","2020-01-31 19:07:22","5"
"2","5","1","A3210","2019-04-04 10:50:59","A3210","2020-01-31 19:07:48","5"
"3","4","2","A3210","2019-04-04 10:50:45","A3210","2020-01-31 19:08:28","4"
"4","4","3","A3210","2019-04-04 10:50:46","A3210","2020-01-31 19:09:44","4"
"5","5","3","A3210","2019-04-04 10:51:02","A3210","2020-01-31 19:10:08","5"
"6","5","2","A3210","2019-04-04 10:51:00","A3210","2020-01-31 19:08:48","5"
"7","1","1","A3210","2020-01-31 16:19:23","A3210","2020-01-31 19:13:33","2"
"8","1","10","A3210","2020-01-31 16:19:38","A3210","2020-01-31 19:10:33","2"
"9","1","2","A3210","2020-01-31 16:19:25","A3210","2020-01-31 19:13:08","2"
"10","1","3","A3210","2020-01-31 16:19:26","A3210","2020-01-31 19:12:47","2"
"11","1","4","A3210","2020-01-31 16:19:28","A3210","2020-01-31 19:12:20","2"
"12","1","6","A3210","2020-01-31 16:19:31","A3210","2020-01-31 19:13:58","2"
"13","1","5","A3210","2020-01-31 16:19:29","A3210","2020-01-31 19:11:21","2"
"14","1","9","A3210","2020-01-31 16:19:36","A3210","2020-01-31 19:10:58","2"
"15","1","7","A3210","2020-01-31 16:19:33","A3210","2020-01-31 19:09:14","2"
"16","2","1","A2636","2018-10-09 15:41:01","A2636",\N,"1"
"17","1","8","A3210","2020-01-31 16:19:34","A3210","2020-01-31 19:11:57","2"
