"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
37705,30,system,2014-11-21 03:24:02,system,2014-11-21 03:24:02,1
37705,31,system,2014-11-21 03:24:02,system,2014-11-21 03:24:02,1
37705,32,system,2014-11-21 03:24:02,system,2014-11-21 03:24:02,1
37705,33,system,2014-11-21 03:24:02,system,2014-11-21 03:24:02,1
37705,36,system,2014-11-21 03:24:02,system,2014-11-21 03:24:02,1
37705,37,system,2014-11-21 03:24:02,system,2014-11-21 03:24:02,1
37705,38,system,2014-11-21 03:24:02,system,2014-11-21 03:24:02,1
37705,150,AD009,2017-08-08 02:08:30,AD009,2017-08-08 02:08:30,1
37705,203,AD009,2017-08-08 02:08:30,AD009,2017-08-08 02:08:30,1
"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
37705,30,system,2014-11-21 03:24:02,system,2014-11-21 03:24:02,1
37705,31,system,2014-11-21 03:24:02,system,2014-11-21 03:24:02,1
37705,32,system,2014-11-21 03:24:02,system,2014-11-21 03:24:02,1
37705,33,system,2014-11-21 03:24:02,system,2014-11-21 03:24:02,1
37705,36,system,2014-11-21 03:24:02,system,2014-11-21 03:24:02,1
37705,37,system,2014-11-21 03:24:02,system,2014-11-21 03:24:02,1
37705,38,system,2014-11-21 03:24:02,system,2014-11-21 03:24:02,1
37705,150,AD009,2017-08-08 02:08:30,AD009,2017-08-08 02:08:30,1
37705,203,AD009,2017-08-08 02:08:30,AD009,2017-08-08 02:08:30,1
