"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"21871","7","1","B71911","2019-10-30 16:14:38","B71911","2019-11-20 10:54:41","4"
"21872","3","2","B71911","2018-09-21 09:47:56","B71911","2020-04-07 12:25:22","11"
"21873","6","2","B71911","2019-10-30 16:14:14","B71911","2020-04-08 17:56:27","8"
"21874","3","3","B71911","2018-09-21 09:47:59","B71911","2020-04-07 12:24:38","10"
"21875","3","1","B71911","2018-09-21 09:47:54","B71911","2020-04-07 12:03:38","11"
"21876","6","3","B71911","2019-10-30 16:14:16","B71911","2020-04-08 18:00:26","8"
"21877","8","2","A3271","2019-10-30 16:14:24","A3271","2019-11-27 10:14:28","2"
"21878","6","1","B71911","2019-10-30 16:14:13","B71911","2020-04-07 12:06:58","4"
"21879","8","1","A3271","2019-10-30 16:14:22","A3271","2019-10-30 16:33:11","2"
"21880","8","3","A3271","2019-10-30 16:14:26","A3271","2019-11-27 10:15:12","6"
"21881","8","4","A3271","2019-10-30 16:14:28","A3271","2019-11-27 10:13:57","2"
"21883","4","0","A2636","2018-09-25 12:33:38","A2636",\N,"1"
