"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","B92181","2020-02-05 13:28:41","B92181","2020-03-30 12:41:20","4"
"2","5","2","B92181","2020-04-08 14:42:16","B92181",\N,"1"
"3","3","1","B92181","2020-04-08 14:41:05","B92181",\N,"1"
"4","6","2","B92181","2020-04-08 14:41:56","B92181",\N,"1"
"5","5","1","B92181","2020-04-08 14:42:14","B92181",\N,"1"
"6","6","1","B92181","2020-04-08 14:41:54","B92181",\N,"1"
"7","18","0","B92181","2020-03-11 16:20:10","B92181","2020-03-30 12:35:41","4"
"8","8","1","B92181","2020-02-05 13:32:51","B92181","2020-04-08 14:28:42","5"
"9","9","1","A2636","2019-02-26 13:39:23","A2636",\N,"1"
"13","11","1","B92181","2020-02-05 13:29:10","B92181","2020-03-30 12:33:12","4"
"17","14","1","B92181","2020-03-11 16:39:20","B92181","2020-03-30 12:37:40","5"
"18","14","2","A3210","2020-03-11 16:39:22","A3210","2020-03-24 14:34:51","4"
"19","16","1","B92181","2020-04-08 14:41:30","B92181",\N,"1"
"20","15","2","B92181","2020-03-11 16:54:16","B92181","2020-03-30 12:39:10","4"
"21","15","1","A3210","2020-03-11 16:54:15","A3210","2020-03-24 14:41:43","3"
