"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","3","2","A691","2018-09-06 15:26:59","A691","2019-07-25 04:17:32","22"
"2","1","1","B37396","2018-09-06 14:43:57","B37396","2018-10-19 14:51:46","4"
"3","1","2","B37396","2018-09-06 14:43:58","B37396","2019-02-23 14:19:37","6"
"7","2","1","B37396","2018-04-18 15:30:21","B37396","2018-09-06 15:00:04","2"
"8","3","1","B37396","2018-09-06 15:26:57","B37396",\N,"1"
"9","3","7","B37396","2018-09-06 15:27:40","B37396",\N,"1"
"10","3","3","B37396","2018-09-06 15:27:01","B37396",\N,"1"
"11","3","4","B37396","2018-09-06 15:27:32","B37396","2018-09-06 15:39:41","2"
"18","1","1","B37396","2018-09-06 15:05:44","B37396","2019-02-23 15:16:58","4"
"19","5","2","B37396","2018-09-06 15:05:47","B37396","2018-09-06 16:18:50","5"
"20","5","3","B37396","2018-09-06 15:05:50","B37396","2018-09-06 16:15:33","5"
"21","5","4","B37396","2018-09-06 15:05:52","B37396","2018-09-06 15:08:53","2"
"22","3","5","B37396","2018-09-06 15:27:34","B37396",\N,"1"
"27","5","5","B37396","2018-09-06 15:05:54","B37396",\N,"1"
"28","3","6","B37396","2018-09-06 15:27:36","B37396",\N,"1"
"30","6","1","A2728","2018-10-22 14:39:23","A2728",\N,"1"
"33","6","0","A2728","2018-10-22 14:55:45","A2728",\N,"1"
"34","6","0","A2728","2018-10-22 15:02:45","A2728",\N,"1"
"35","6","0","A2728","2018-10-22 15:04:43","A2728","2018-10-22 15:05:44","2"
"37","7","1","A2728","2018-10-22 15:15:31","A2728",\N,"1"
"40","6","0","B37396","2018-12-19 16:08:17","B37396","2019-05-13 11:55:43","4"
"41","6","0","B37396","2018-12-19 16:09:12","B37396","2018-12-19 16:09:30","2"
"43","8","1","B37396","2019-02-23 14:54:25","B37396","2019-02-28 16:52:55","3"
"45","9","0","B37396","2019-03-05 16:58:49","B37396","2019-03-05 17:07:39","3"
"46","9","0","B37396","2019-04-02 11:14:41","B37396","2019-05-10 09:53:32","14"
"47","6","0","B37396","2019-05-23 16:24:52","B37396",\N,"1"
"48","1","0","A2911","2019-06-20 04:50:28","A2911","2019-07-25 03:12:26","2"
"50","1","0","A2911","2019-07-25 03:14:25","A2911","2019-09-19 04:57:20","6"
"53","2","0","A691","2019-09-03 16:18:43","A691",\N,"1"
