"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
37396,30,system,2014-11-12 12:35:40,system,2014-11-12 12:35:40,1
37396,31,system,2014-11-12 12:35:40,system,2014-11-12 12:35:40,1
37396,32,system,2014-11-12 12:35:40,system,2014-11-12 12:35:40,1
37396,33,system,2014-11-12 12:35:40,system,2014-11-12 12:35:40,1
37396,36,system,2014-11-12 12:35:40,system,2014-11-12 12:35:40,1
37396,37,system,2014-11-12 12:35:40,system,2014-11-12 12:35:40,1
37396,38,system,2014-11-12 12:35:40,system,2014-11-12 12:35:40,1
37396,150,AD009,2017-08-03 14:08:10,AD009,2017-08-03 14:08:10,1
37396,203,AD009,2017-08-03 14:08:10,AD009,2017-08-03 14:08:10,1
82940,30,B37396,2018-03-09 15:03:57,B37396,2018-03-09 15:03:57,1
82940,31,B37396,2018-03-09 15:03:57,B37396,2018-03-09 15:03:57,1
82940,32,B37396,2018-03-09 15:03:57,B37396,2018-03-09 15:03:57,1
82940,33,B37396,2018-03-09 15:03:57,B37396,2018-03-09 15:03:57,1
82940,36,B37396,2018-03-09 15:03:57,B37396,2018-03-09 15:03:57,1
82940,37,B37396,2018-03-09 15:03:57,B37396,2018-03-09 15:03:57,1
82940,38,B37396,2018-03-09 15:03:57,B37396,2018-03-09 15:03:57,1
82940,150,B37396,2018-03-09 15:03:57,B37396,2018-03-09 15:03:57,1
82940,203,B37396,2018-03-09 15:03:57,B37396,2018-03-09 15:03:57,1
89633,30,B37396,2018-11-05 13:36:16,B37396,2018-11-05 13:36:16,1
89633,31,B37396,2018-11-05 13:36:16,B37396,2018-11-05 13:36:16,1
89633,32,B37396,2018-11-05 13:36:16,B37396,2018-11-05 13:36:16,1
89633,33,B37396,2018-11-05 13:36:16,B37396,2018-11-05 13:36:16,1
89633,36,B37396,2018-11-05 13:36:16,B37396,2018-11-05 13:36:16,1
89633,37,B37396,2018-11-05 13:36:16,B37396,2018-11-05 13:36:16,1
89633,38,B37396,2018-11-05 13:36:16,B37396,2018-11-05 13:36:16,1
89633,203,B37396,2018-11-05 13:36:16,B37396,2018-11-05 13:36:16,1
91367,30,A1589,2019-01-22 16:44:14,A1589,2019-01-22 16:44:14,1
91367,31,A1589,2019-01-22 16:44:14,A1589,2019-01-22 16:44:14,1
91367,32,A1589,2019-01-22 16:44:14,A1589,2019-01-22 16:44:14,1
91367,33,A1589,2019-01-22 16:44:14,A1589,2019-01-22 16:44:14,1
91367,36,A1589,2019-01-22 16:44:14,A1589,2019-01-22 16:44:14,1
91367,37,A1589,2019-01-22 16:44:14,A1589,2019-01-22 16:44:14,1
91367,38,A1589,2019-01-22 16:44:14,A1589,2019-01-22 16:44:14,1
91367,150,A1589,2019-01-22 16:44:14,A1589,2019-01-22 16:44:14,1
91367,203,A1589,2019-01-22 16:44:14,A1589,2019-01-22 16:44:14,1
