"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"20351","1","1","A3212","2019-08-30 10:19:34","A3212","2019-09-27 08:53:58","2"
"20353","1","2","A3212","2019-08-30 10:19:35","A3212","2019-09-27 08:54:13","3"
"20354","3","1","A3212","2019-08-30 10:23:17","A3212","2019-09-27 08:54:32","2"
"20355","4","1","A2636","2018-08-17 10:46:07","A2636","2019-07-24 14:52:57","3"
"20356","5","0","A2062","2017-11-09 14:59:39","A2062",\N,"1"
"20357","6","1","A3212","2019-08-30 10:23:01","A3212","2019-09-27 08:54:45","4"
"20358","7","1","A3219","2019-09-03 12:25:51","A3219",\N,"1"
"20359","7","2","A3219","2019-09-03 12:25:52","A3219",\N,"1"
"20360","9","1","A3212","2019-08-30 10:22:31","A3212","2019-09-27 08:55:50","3"
"20361","8","1","A3219","2019-08-30 10:22:16","A3219","2019-09-03 12:25:30","4"
