"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","A3210","2019-09-04 12:42:29","A3210","2020-02-13 08:26:22","2"
"2","2","1","B85132","2019-03-22 13:03:07","B85132","2019-03-22 13:06:39","2"
"3","3","1","A3210","2019-09-04 12:42:21","A3210","2020-02-13 08:26:08","2"
"4","4","1","A2636","2018-09-05 09:44:37","A2636",\N,"1"
"5","5","2","B85132","2019-03-22 12:57:03","B85132","2019-03-22 13:03:58","2"
"6","5","4","B85132","2019-03-22 12:57:07","B85132","2019-03-22 13:04:23","2"
"7","5","1","A2636","2019-03-22 12:57:02","A2636","2019-06-26 09:58:54","2"
"8","5","3","A2636","2019-03-22 12:57:05","A2636","2019-06-26 09:59:13","2"
"9","6","1","A3210","2019-09-04 12:47:20","A3210","2020-02-13 08:27:58","2"
"10","6","2","A3210","2019-09-04 12:47:22","A3210","2020-02-13 08:29:08","2"
