"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","A3250","2019-05-07 09:24:02","A3250","2019-09-30 14:11:03","7"
"2","2","1","A2636","2019-03-12 16:30:08","A2636",\N,"1"
"3","3","1","A3250","2019-05-07 09:24:16","A3250","2019-09-30 14:11:27","5"
"4","3","2","A3250","2019-05-07 09:24:18","A3250","2019-09-30 14:12:29","6"
"5","3","4","A3250","2019-05-07 09:24:21","A3250","2019-09-30 14:12:55","5"
"6","3","3","A3250","2019-05-07 09:24:19","A3250","2019-09-30 14:11:53","6"
"7","4","0","A3218","2019-08-28 08:13:43","A3218","2019-10-17 11:20:15","4"
"8","3","0","A3218","2019-08-28 08:14:52","A3218","2019-10-17 11:21:21","3"
"9","3","0","A3218","2019-08-28 08:15:38","A3218","2019-10-17 11:22:23","3"
"10","3","0","A3218","2019-08-28 08:16:18","A3218","2019-10-17 11:23:08","4"
"11","3","0","A3218","2019-08-28 08:16:53","A3218","2019-10-17 11:23:50","3"
