"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"6","3","1","2018-02-09","5","半日人間ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2017-11-10 16:14:29","A2062","2017-11-10 16:14:29","0","1"
"2","2",\N,"6","3","1","2018-02-09","5","半日人間ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2017-11-10 16:14:29","A2062","2017-11-10 16:14:29","0","1"
"3","2",\N,"11","1","1","2018-09-19","3","半日人間ドック+脳ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-07-28 21:11:39","CUSTUMER","2018-07-28 21:11:39","0","1"
"4","2",\N,"11","1","1","2018-09-19","3","半日人間ドック+脳ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-07-28 21:11:39","CUSTUMER","2018-07-28 21:11:39","0","1"
"5","2",\N,"9","1","1","2018-10-12","5","WEB予約受け付けない","帯1","0",\N,"1","0","0000","2300","1","9",\N,"B41252","2018-07-30 10:28:55","B41252","2018-07-30 10:28:55","0","1"
"6","2",\N,"9","1","1","2018-10-12","5","WEB予約受け付けない","帯1","0",\N,"1","0","0000","2300","1","1","1","B41252","2018-07-30 10:28:55","B41252","2018-07-30 10:28:55","0","1"
"7","2",\N,"7","5","1","2019-04-26","5","脳ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2019-04-19 10:10:57","A2062","2019-04-19 10:10:57","0","1"
"8","2",\N,"7","5","1","2019-04-26","5","脳ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2019-04-19 10:10:57","A2062","2019-04-19 10:10:57","0","1"
"9","2",\N,"11","6","1","2019-07-19","5","半日人間ドック+脳ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-06-16 09:11:28","CUSTUMER","2019-06-16 09:11:28","0","1"
"10","2",\N,"11","6","1","2019-07-19","5","半日人間ドック+脳ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-06-16 09:11:28","CUSTUMER","2019-06-16 09:11:28","0","1"
