"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
8354,30,"system","2019-01-22 13:29:19","system","2019-01-22 13:29:19",1
8354,31,"system","2019-01-22 13:29:19","system","2019-01-22 13:29:19",1
8354,32,"system","2019-01-22 13:29:19","system","2019-01-22 13:29:19",1
8354,33,"system","2019-01-22 13:29:19","system","2019-01-22 13:29:19",1
8354,36,"system","2019-01-22 13:29:19","system","2019-01-22 13:29:19",1
8354,37,"system","2019-01-22 13:29:19","system","2019-01-22 13:29:19",1
8354,38,"system","2019-01-22 13:29:19","system","2019-01-22 13:29:19",1
8354,150,"system","2019-01-22 13:29:19","system","2019-01-22 13:29:19",1
8354,203,"system","2019-01-22 13:29:19","system","2019-01-22 13:29:19",1
8727,30,"B8354","2019-03-31 21:58:21","B8354","2019-03-31 21:58:21",1
8727,31,"B8354","2019-03-31 21:58:21","B8354","2019-03-31 21:58:21",1
8727,32,"B8354","2019-03-31 21:58:21","B8354","2019-03-31 21:58:21",1
8727,33,"B8354","2019-03-31 21:58:21","B8354","2019-03-31 21:58:21",1
8727,36,"B8354","2019-03-31 21:58:21","B8354","2019-03-31 21:58:21",1
8727,37,"B8354","2019-03-31 21:58:21","B8354","2019-03-31 21:58:21",1
8727,38,"B8354","2019-03-31 21:58:21","B8354","2019-03-31 21:58:21",1
8727,150,"B8354","2019-03-31 21:58:21","B8354","2019-03-31 21:58:21",1
8727,203,"B8354","2019-03-31 21:58:21","B8354","2019-03-31 21:58:21",1
8931,30,"B8354","2019-04-25 19:13:33","B8354","2019-04-25 19:13:33",1
8931,36,"B8354","2019-04-25 19:13:33","B8354","2019-04-25 19:13:33",1
8931,37,"B8354","2019-04-25 19:13:33","B8354","2019-04-25 19:13:33",1
8931,150,"B8354","2019-04-25 19:13:33","B8354","2019-04-25 19:13:33",1
9002,30,"B8354","2019-05-22 22:44:19","B8354","2019-05-22 22:44:19",1
9002,31,"B8354","2019-05-22 22:44:19","B8354","2019-05-22 22:44:19",1
9002,32,"B8354","2019-05-22 22:44:19","B8354","2019-05-22 22:44:19",1
9002,33,"B8354","2019-05-22 22:44:19","B8354","2019-05-22 22:44:19",1
9002,36,"B8354","2019-05-22 22:44:19","B8354","2019-05-22 22:44:19",1
9002,37,"B8354","2019-05-22 22:44:19","B8354","2019-05-22 22:44:19",1
9002,38,"B8354","2019-05-22 22:44:19","B8354","2019-05-22 22:44:19",1
9002,150,"B8354","2019-05-22 22:44:19","B8354","2019-05-22 22:44:19",1
9002,203,"B8354","2019-05-22 22:44:19","B8354","2019-05-22 22:44:19",1
8354,30,"system","2019-01-22 13:29:19","system","2019-01-22 13:29:19",1
8354,31,"system","2019-01-22 13:29:19","system","2019-01-22 13:29:19",1
8354,32,"system","2019-01-22 13:29:19","system","2019-01-22 13:29:19",1
8354,33,"system","2019-01-22 13:29:19","system","2019-01-22 13:29:19",1
8354,36,"system","2019-01-22 13:29:19","system","2019-01-22 13:29:19",1
8354,37,"system","2019-01-22 13:29:19","system","2019-01-22 13:29:19",1
8354,38,"system","2019-01-22 13:29:19","system","2019-01-22 13:29:19",1
8354,150,"system","2019-01-22 13:29:19","system","2019-01-22 13:29:19",1
8354,203,"system","2019-01-22 13:29:19","system","2019-01-22 13:29:19",1
8727,30,"B8354","2019-03-31 21:58:21","B8354","2019-03-31 21:58:21",1
8727,31,"B8354","2019-03-31 21:58:21","B8354","2019-03-31 21:58:21",1
8727,32,"B8354","2019-03-31 21:58:21","B8354","2019-03-31 21:58:21",1
8727,33,"B8354","2019-03-31 21:58:21","B8354","2019-03-31 21:58:21",1
8727,36,"B8354","2019-03-31 21:58:21","B8354","2019-03-31 21:58:21",1
8727,37,"B8354","2019-03-31 21:58:21","B8354","2019-03-31 21:58:21",1
8727,38,"B8354","2019-03-31 21:58:21","B8354","2019-03-31 21:58:21",1
8727,150,"B8354","2019-03-31 21:58:21","B8354","2019-03-31 21:58:21",1
8727,203,"B8354","2019-03-31 21:58:21","B8354","2019-03-31 21:58:21",1
8931,30,"B8354","2019-04-25 19:13:33","B8354","2019-04-25 19:13:33",1
8931,36,"B8354","2019-04-25 19:13:33","B8354","2019-04-25 19:13:33",1
8931,37,"B8354","2019-04-25 19:13:33","B8354","2019-04-25 19:13:33",1
8931,150,"B8354","2019-04-25 19:13:33","B8354","2019-04-25 19:13:33",1
9002,30,"B8354","2019-05-22 22:44:19","B8354","2019-05-22 22:44:19",1
9002,31,"B8354","2019-05-22 22:44:19","B8354","2019-05-22 22:44:19",1
9002,32,"B8354","2019-05-22 22:44:19","B8354","2019-05-22 22:44:19",1
9002,33,"B8354","2019-05-22 22:44:19","B8354","2019-05-22 22:44:19",1
9002,36,"B8354","2019-05-22 22:44:19","B8354","2019-05-22 22:44:19",1
9002,37,"B8354","2019-05-22 22:44:19","B8354","2019-05-22 22:44:19",1
9002,38,"B8354","2019-05-22 22:44:19","B8354","2019-05-22 22:44:19",1
9002,150,"B8354","2019-05-22 22:44:19","B8354","2019-05-22 22:44:19",1
9002,203,"B8354","2019-05-22 22:44:19","B8354","2019-05-22 22:44:19",1
