"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
86968,30,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86968,31,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86968,32,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86968,33,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86968,36,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86968,37,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86968,38,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86968,150,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86968,203,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
91480,30,B91480,2019-01-23 14:37:08,B91480,2019-01-23 14:37:08,1
91480,31,B91480,2019-01-23 14:37:08,B91480,2019-01-23 14:37:08,1
91480,32,B91480,2019-01-23 14:37:08,B91480,2019-01-23 14:37:08,1
91480,33,B91480,2019-01-23 14:37:08,B91480,2019-01-23 14:37:08,1
91480,36,B91480,2019-01-23 14:37:08,B91480,2019-01-23 14:37:08,1
91480,37,B91480,2019-01-23 14:37:08,B91480,2019-01-23 14:37:08,1
91480,38,B91480,2019-01-23 14:37:08,B91480,2019-01-23 14:37:08,1
91480,150,B91480,2019-01-23 14:37:08,B91480,2019-01-23 14:37:08,1
91480,203,B91480,2019-01-23 14:37:08,B91480,2019-01-23 14:37:08,1
