"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"17","3","1","A1589","2018-10-04 12:16:14","A1589",\N,"1"
"18","5","1","A3210","2020-04-09 14:45:43","A3210","2020-04-09 15:06:32","2"
"19","6","2","A3210","2020-04-09 14:46:17","A3210","2020-04-09 15:08:08","2"
"20","5","2","A3210","2020-04-09 14:45:45","A3210","2020-04-09 15:09:00","2"
"21","5","3","A3210","2020-04-09 14:45:46","A3210","2020-04-09 15:09:52","2"
"22","6","1","A3210","2020-04-09 14:46:15","A3210","2020-04-09 15:10:49","2"
"23","6","3","A3210","2020-04-09 14:46:18","A3210","2020-04-09 15:11:44","2"
"24","7","5","A3210","2020-04-09 14:47:04","A3210","2020-04-09 15:12:40","2"
"25","7","1","A3210","2020-04-09 14:46:57","A3210","2020-04-09 15:13:31","2"
"26","7","2","A3210","2020-04-09 14:46:59","A3210","2020-04-09 15:14:24","2"
"27","7","3","A3210","2020-04-09 14:47:00","A3210","2020-04-09 15:15:19","2"
"28","7","4","A3210","2020-04-09 14:47:02","A3210","2020-04-09 15:16:09","2"
"29","7","9","A3210","2020-04-09 14:47:10","A3210","2020-04-09 15:18:57","2"
"30","7","10","A3210","2020-04-09 14:47:12","A3210","2020-04-09 15:17:05","2"
"31","7","7","A3210","2020-04-09 14:47:07","A3210","2020-04-09 15:18:01","2"
"32","7","6","A3210","2020-04-09 14:47:05","A3210","2020-04-09 15:19:49","2"
"33","7","8","A3210","2020-04-09 14:47:09","A3210","2020-04-09 15:20:36","2"
