"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","3","1","A3210","2019-03-13 14:51:19","A3210","2020-02-03 17:35:32","5"
"2","5","1","A3210","2019-03-13 14:51:49","A3210","2020-02-03 17:35:06","4"
"3","4","1","A3210","2019-03-13 14:51:41","A3210","2020-02-03 17:37:02","3"
"4","8","1","A3210","2019-03-13 14:58:32","A3210","2020-02-03 17:38:21","4"
"5","7","1","A3210","2019-03-13 14:52:04","A3210","2020-02-03 17:39:54","4"
"6","6","1","A3210","2019-03-13 14:51:57","A3210","2020-02-03 17:45:01","5"
"7","1","1","A2636","2019-02-26 17:06:41","A2636",\N,"1"
"8","9","1","A3210","2019-03-13 14:52:19","A3210","2020-02-03 17:47:48","4"
"9","10","1","A3210","2019-03-13 14:52:27","A3210","2020-02-03 17:49:40","4"
"10","11","1","A3210","2019-03-13 14:52:35","A3210","2020-02-03 17:57:23","5"
