"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","5","2","A3271","2020-03-11 11:56:19","A3271","2020-03-11 12:01:14","2"
"2","2","1","B85027","2019-05-30 10:20:24","B85027","2020-02-17 08:07:04","7"
"3","5","6","A3271","2020-03-11 11:56:26","A3271",\N,"1"
"4","5","7","A3271","2020-03-11 11:56:28","A3271",\N,"1"
"6","5","9","A3271","2020-03-11 11:56:31","A3271",\N,"1"
"8","11","2","A3271","2019-05-30 11:25:59","A3271","2019-11-29 16:30:02","6"
"9","6","1","A3271","2019-05-30 10:33:48","A3271","2020-03-11 11:52:09","7"
"10","11","1","A3271","2019-05-30 11:25:58","A3271","2020-03-11 11:57:18","6"
"15","12","1","A3271","2019-05-30 10:43:52","A3271","2019-11-29 16:26:21","4"
"17","5","5","A3271","2020-03-11 11:56:24","A3271",\N,"1"
"18","5","4","A3271","2020-03-11 11:56:22","A3271",\N,"1"
"19","8","1","A2636","2018-07-18 16:27:19","A2636","2018-08-01 11:16:51","2"
"20","10","1","A3271","2019-01-05 10:15:28","A3271","2019-11-29 16:26:02","9"
"21","5","1","A3271","2020-03-11 11:56:17","A3271",\N,"1"
"22","5","8","A3271","2020-03-11 11:56:29","A3271",\N,"1"
"23","6","0","A3271","2020-03-11 11:32:33","A3271","2020-03-11 11:52:36","2"
"24","11","0","A3271","2020-03-11 11:36:46","A3271","2020-03-11 11:57:40","2"
"25","5","3","A3271","2020-03-11 11:56:21","A3271",\N,"1"
"26","5","0","A3271","2020-03-11 12:09:52","A3271",\N,"1"
