"LINE_ID","APPOINT_DATE","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","2017-09-23","A2062","2017-08-22 16:11:59","A2062","2017-08-22 16:11:59","1"
"1","2017-11-03","A2062","2017-09-05 21:42:10","A2062","2017-09-05 21:42:10","1"
"1","2017-12-23","A2062","2017-09-05 21:42:06","A2062","2017-09-05 21:42:06","1"
"1","2017-12-27","A1589","2017-11-07 17:28:46","A1589","2017-11-07 17:28:46","1"
"1","2017-12-29","A1589","2017-11-07 17:28:45","A1589","2017-11-07 17:28:45","1"
"1","2017-12-30","A1589","2017-11-07 17:28:44","A1589","2017-11-07 17:28:44","1"
"1","2018-01-02","A1589","2017-11-07 17:28:40","A1589","2017-11-07 17:28:40","1"
"1","2018-01-03","A1589","2017-11-07 17:28:41","A1589","2017-11-07 17:28:41","1"
"1","2018-01-05","A1589","2017-11-07 17:28:42","A1589","2017-11-07 17:28:42","1"
"1","2018-01-06","A1589","2017-11-07 17:28:55","A1589","2017-11-07 17:28:55","1"
"1","2018-02-12","A1589","2017-11-07 17:28:39","A1589","2017-11-07 17:28:39","1"
"1","2018-03-21","A1589","2017-11-07 17:28:51","A1589","2017-11-07 17:28:51","1"
"1","2018-05-04","A1589","2017-12-21 17:15:09","A1589","2017-12-21 17:15:09","1"
"1","2018-05-05","A1589","2017-12-21 17:15:09","A1589","2017-12-21 17:15:09","1"
"2","2017-09-23","A2062","2017-08-22 16:17:32","A2062","2017-08-22 16:17:32","1"
"2","2017-11-23","A2062","2017-08-22 16:17:37","A2062","2017-08-22 16:17:37","1"
"2","2017-12-23","A2062","2017-09-25 15:41:13","A2062","2017-09-25 15:41:13","1"
"2","2017-12-26","A1589","2017-11-07 17:30:09","A1589","2017-11-07 17:30:09","1"
"2","2017-12-27","A1589","2017-11-07 17:30:07","A1589","2017-11-07 17:30:07","1"
"2","2017-12-28","A1589","2017-11-07 17:30:06","A1589","2017-11-07 17:30:06","1"
"2","2017-12-30","A2062","2017-09-25 15:41:14","A2062","2017-09-25 15:41:14","1"
"2","2018-01-02","A1589","2017-11-07 17:30:15","A1589","2017-11-07 17:30:15","1"
"2","2018-01-03","A1589","2017-11-07 17:30:11","A1589","2017-11-07 17:30:11","1"
"2","2018-01-04","A1589","2017-11-07 17:30:12","A1589","2017-11-07 17:30:12","1"
"2","2018-01-06","A1589","2017-11-07 17:30:13","A1589","2017-11-07 17:30:13","1"
"2","2018-03-21","A1589","2017-11-07 17:30:19","A1589","2017-11-07 17:30:19","1"
"2","2018-05-03","A1589","2017-12-21 17:15:31","A1589","2017-12-21 17:15:31","1"
"2","2018-05-05","A1589","2017-12-21 17:15:31","A1589","2017-12-21 17:15:31","1"
"3","2017-11-23","A2062","2017-08-22 16:29:55","A2062","2017-08-22 16:29:55","1"
"3","2017-12-26","A1589","2017-11-07 17:31:14","A1589","2017-11-07 17:31:14","1"
"3","2017-12-27","A1589","2017-11-07 17:31:13","A1589","2017-11-07 17:31:13","1"
"3","2017-12-28","A1589","2017-11-07 17:31:12","A1589","2017-11-07 17:31:12","1"
"3","2018-01-02","A1589","2017-11-07 17:31:09","A1589","2017-11-07 17:31:09","1"
"3","2018-01-03","A1589","2017-11-07 17:31:09","A1589","2017-11-07 17:31:09","1"
"3","2018-01-04","A1589","2017-11-07 17:31:10","A1589","2017-11-07 17:31:10","1"
"3","2018-03-21","A1589","2017-11-07 17:31:06","A1589","2017-11-07 17:31:06","1"
"3","2018-05-03","A1589","2017-12-21 17:15:47","A1589","2017-12-21 17:15:47","1"
"4","2017-09-23","A2062","2017-08-22 16:31:27","A2062","2017-08-22 16:31:27","1"
"4","2017-12-23","A2062","2017-08-22 16:31:32","A2062","2017-08-22 16:31:32","1"
