"APPOINT_ID","TRADE_ID","ORDER_ID","CARD_PAYMENT_AMOUNT","PAYMENT_METHOD","CASHPO_USED_AMOUNT","AMOUNT_UNSETTLED","PAYMENT_STATUS","FINALIZE_DATE","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"2","5b724a035daf820180814121827","201049761","0","1","0","0","3",\N,\N,"2018-08-14 12:19:36","CUSTUMER","2018-08-15 14:24:45","2"
"5","5b724e0a7b31220180814123538","201049763","0","1","0","0","3",\N,\N,"2018-08-14 12:35:52","CUSTUMER","2018-08-15 14:24:11","2"
"8","5b7268cae89cd20180814142946","201049765","0","1","0","0","3",\N,\N,"2018-08-14 14:30:07","CUSTUMER","2018-08-15 14:25:29","2"
"11","5b726ee42f8d720180814145548","201049766","0","1","0","0","3",\N,\N,"2018-08-14 14:56:07","CUSTUMER","2018-08-15 14:22:13","2"
"20","5b7388450574720180815105621","201049784","0","1","0","0","3",\N,\N,"2018-08-15 10:56:30","CUSTUMER","2018-08-15 10:59:29","2"
"22","5b73b45da136d20180815140429","201049792","0","1","0","0","3",\N,\N,"2018-08-15 14:06:37","CUSTUMER","2018-08-15 14:07:44","2"
"26","5b73b5a10cd8920180815140953","201049795","0","1","0","0","3",\N,\N,"2018-08-15 14:10:09","CUSTUMER","2018-08-15 14:10:43","2"
"29","5b73b68b8b52f20180815141347","201049796","0","1","0","0","3",\N,\N,"2018-08-15 14:14:02","CUSTUMER","2018-08-15 14:14:43","2"
"32","5b73b7391cea820180815141641","201049797","0","1","0","0","3",\N,\N,"2018-08-15 14:16:56","CUSTUMER","2018-08-15 14:17:43","2"
"36","5b7a6d39109e720180820162649","201049941","105792","1","0","0","1",\N,\N,"2018-08-20 16:27:04",\N,\N,"1"
"38","5b7a6e4be228e20180820163123","201049944","105792","1","0","0","3",\N,\N,"2018-08-20 16:31:36","CUSTUMER","2018-08-20 16:32:03","2"
"40","5b7b7288cce0520180821110144","201049979","167560","1","0","0","9","2018-08-21 17:27:42",\N,"2018-08-21 11:01:59","OP200","2018-08-21 17:27:42","5"
"41","5b7b78446610520180821112612","201049987","173579","1","0","0","9","2018-08-21 17:27:44",\N,"2018-08-21 11:26:27","OP200","2018-08-21 17:27:44","5"
"42","5b7b79469fc4720180821113030","201049989","105792","1","0","0","9","2018-08-21 17:27:45",\N,"2018-08-21 11:30:42","OP200","2018-08-21 17:27:45","5"
"44","5b7bbe692e8de20180821162529","201050033","173579","1","0","0","1",\N,\N,"2018-08-21 16:27:34",\N,\N,"1"
"46","5b7cce8a56e5320180822114634","201050091","105792","1","0","0","9","2018-08-22 12:11:51",\N,"2018-08-22 11:46:48","OP200","2018-08-22 12:11:51","2"
"47","5b7ccec1c8b0120180822114729","201050092","173579","1","0","0","9","2018-08-22 12:11:54",\N,"2018-08-22 11:47:43","OP200","2018-08-22 12:11:54","2"
"48","5b7ccefd8d08220180822114829","201050093","167560","1","0","0","9","2018-08-22 12:11:56",\N,"2018-08-22 11:48:43","OP200","2018-08-22 12:11:56","2"
"54","5b7f77b288f0620180824121250","201050223","154424","1","0","0","3",\N,\N,"2018-08-24 12:13:33","CUSTUMER","2018-08-24 12:24:32","2"
"56","5b7f798e576b020180824122046","201050224","154424","1","0","0","1",\N,\N,"2018-08-24 12:20:56",\N,\N,"1"
"59","5b7f90d1052dd20180824140001","201050231","167560","1","0","0","1",\N,\N,"2018-08-24 14:00:19",\N,\N,"1"
"60","5b7f91ae5d9ba20180824140342","201050232","167560","1","0","0","1",\N,\N,"2018-08-24 14:03:57",\N,\N,"1"
"62","5b7fa3da9600520180824152114","201050239","167560","1","0","0","3",\N,\N,"2018-08-24 15:25:37","CUSTUMER","2018-09-13 10:22:15","2"
"63","5b7fa4a1a929920180824152433","201050240","167560","1","0","0","1",\N,\N,"2018-08-24 15:25:47",\N,\N,"1"
"65","5b7fad66be92420180824160158","201050245","154424","1","0","0","1",\N,\N,"2018-08-24 16:02:15",\N,\N,"1"
"67","5b7faf7c57cbd20180824161052","201050249","154424","1","0","0","1",\N,\N,"2018-08-24 16:11:17",\N,\N,"1"
"69","5b7fb0cb9d45320180824161627","201050251","167560","1","0","0","1",\N,\N,"2018-08-24 16:16:47",\N,\N,"1"
"76","5b7fb66c9a0bc20180824164028","201050254","154424","1","0","0","1",\N,\N,"2018-08-24 16:40:35",\N,\N,"1"
"78","5b7fc18d8376120180824172757","201050271","167560","1","0","0","1",\N,\N,"2018-08-24 17:28:11",\N,\N,"1"
"80","5b7fc227f027020180824173031","201050272","167560","1","0","0","3",\N,\N,"2018-08-24 17:30:49","CUSTUMER","2018-09-12 11:11:31","2"
"84","5b838d10220a320180827143304","201050344","167560","1","0","0","1",\N,\N,"2018-08-27 14:33:25",\N,\N,"1"
"94","5b8e395a1b41b20180904165050","201050825","146464","1","0","0","1",\N,\N,"2018-09-04 16:51:05",\N,\N,"1"
"96","5b8f3655d5ebf20180905105013","201050851","146464","1","0","0","1",\N,\N,"2018-09-05 10:50:30",\N,\N,"1"
"97","5b8f3860eda3420180905105856","201050852","138528","1","0","0","1",\N,\N,"2018-09-05 10:59:11",\N,\N,"1"
"103","5b9738db75f9620180911123907","201051157","146464","1","0","0","1",\N,\N,"2018-09-11 12:39:29",\N,\N,"1"
"105","5b97394b4d71b20180911124059","201051158","146464","1","0","0","1",\N,\N,"2018-09-11 12:41:25",\N,\N,"1"
"107","5b976e3b16c7220180911162651","201051208","146464","1","0","0","1",\N,\N,"2018-09-11 16:27:04",\N,\N,"1"
"109","5b9781c239a0d20180911175010","201051219","146464","1","0","0","3",\N,\N,"2018-09-11 17:50:34","B7396","2018-09-11 17:51:39","2"
"111","5b979979e8ddd20180911193121","201051227","122517","1","0","0","2","2018-09-23 11:00:04",\N,"2018-09-11 19:31:44","OP200","2018-09-23 11:00:04","2"
"115","5ba0c566cdc3020180918182910","201051444","146464","1","0","0","1",\N,\N,"2018-09-18 18:29:29",\N,\N,"1"
"117","5ba2f6733dd3520180920102259","201051498","146464","1","0","0","1",\N,\N,"2018-09-20 10:23:12",\N,\N,"1"
"118","5ba2f6b60f61420180920102406","201051500","146464","1","0","0","1",\N,\N,"2018-09-20 10:24:24",\N,\N,"1"
"120","5ba2f8b28d00720180920103234","201051503","146464","1","0","0","1",\N,\N,"2018-09-20 10:33:12",\N,\N,"1"
"122","5ba2f9ac76d8420180920103644","201051504","146464","1","0","0","1",\N,\N,"2018-09-20 10:37:04",\N,\N,"1"
"124","5ba30b7edeb4d20180920115246","201051515","146464","1","0","0","2","2018-09-20 12:30:05",\N,"2018-09-20 11:53:00","OP200","2018-09-20 12:30:05","2"
"125","5ba30bbd74c6020180920115349","201051516","158923","1","0","0","2","2018-09-20 12:30:06",\N,"2018-09-20 11:54:02","OP200","2018-09-20 12:30:06","2"
"126","5ba315d2bcecf20180920123650","201051522","146464","1","0","0","2","2018-09-20 13:00:02",\N,"2018-09-20 12:37:08","OP200","2018-09-20 13:00:02","2"
"130","5ca468229164720190403170034","0","0","0","9","0","3","2019-04-03 17:32:08",\N,"2019-04-03 17:01:46","B7396","2019-04-04 14:32:50","5"
"132","5ca47bf98682820190403182513","0","0","0","9","0","9",\N,\N,"2019-04-03 18:25:30","OP340","2019-04-03 18:39:36","2"
"134","5ca4805a13a2a20190403184354","0","0","0","9","0","2","2019-04-03 18:46:51",\N,"2019-04-03 18:44:06","OP340","2019-04-03 18:46:51","2"
"136","5ca4828d3851e20190403185317","0","0","0","9","0","3","2019-04-03 19:11:30",\N,"2019-04-03 18:53:33","B7396","2019-04-04 14:32:45","3"
"138","5ca485ca0a3b820190403190706","0","0","0","9","0","2","2019-04-03 19:11:31",\N,"2019-04-03 19:07:28","OP340","2019-04-03 19:11:31","2"
"140","5ca54e18c2d3b20190404092144","0","0","0","9","0","3","2019-04-04 13:49:43",\N,"2019-04-04 09:22:07","B7396","2019-04-04 14:27:25","14"
"141","5ca597a707d1b20190404143535","0","0","0","9","0","9",\N,\N,"2019-04-04 14:36:03","OP340","2019-04-04 14:44:57","2"
"142","5ca59c2ce312720190404145452","0","0","0","9","0","9","2019-04-04 14:55:45",\N,"2019-04-04 14:55:06","OP340","2019-04-04 15:25:00","3"
"144","5ca5a2c1263cc20190404152257","0","0","0","9","0","9","2019-04-04 15:25:01",\N,"2019-04-04 15:23:12","OP340","2019-04-04 16:18:30","3"
