"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","A3271","2018-02-19 17:47:48","A3271","2019-11-29 09:30:00","8"
"2","2","1","A3271","2018-02-19 17:49:38","A3271","2019-11-29 09:30:19","7"
"5","5","1","A3271","2018-03-15 12:53:50","A3271","2019-11-29 09:30:36","9"
"6","6","1","A3271","2018-02-19 18:01:52","A3271","2019-11-29 09:38:15","8"
"7","6","2","A3271","2018-02-19 18:01:53","A3271","2019-11-29 09:38:53","9"
"8","5","2","A3271","2018-03-15 12:53:51","A3271","2019-11-29 09:31:13","10"
"9","9","1","A3271","2018-03-15 12:54:07","A3271","2019-11-29 09:31:49","11"
"10","7","1","A3271","2018-03-22 11:26:44","A3271","2019-11-29 09:39:14","6"
"11","8","1","A2062","2018-02-19 18:05:23","A2062",\N,"1"
"12","10","1","A3271","2018-03-22 11:26:55","A3271","2019-11-29 09:38:33","6"
"13","5","0","A3271","2019-10-16 10:18:24","A3271","2019-11-29 09:30:56","3"
"14","5","0","A3271","2019-10-16 10:38:47","A3271","2019-11-29 09:31:31","3"
"15","9","0","A3271","2019-10-16 10:42:24","A3271","2019-11-29 09:37:56","3"
