"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","A2636","2018-03-27 10:22:23","A2636",\N,"1"
"2","2","1","A3221","2018-03-30 14:54:20","A3221","2019-10-07 11:25:58","2"
"3","3","1","A2636","2018-03-30 14:56:28","A2636",\N,"1"
"4","4","1","A3221","2018-03-30 14:58:02","A3221","2019-10-07 11:28:23","2"
"5","5","1","A3221","2018-03-30 14:58:55","A3221","2019-10-07 11:28:53","2"
"6","6","1","A3221","2018-03-30 14:59:40","A3221","2019-10-07 11:29:57","2"
"7","7","1","A3221","2018-03-30 15:00:25","A3221","2019-10-07 11:30:49","2"
"8","8","1","A3221","2018-03-30 15:01:10","A3221","2019-10-07 11:31:47","2"
"9","9","1","A3221","2018-03-30 15:01:59","A3221","2019-10-07 11:32:29","2"
"10","10","1","A3221","2018-03-30 15:02:50","A3221","2019-10-07 11:33:17","4"
"12","12","1","A2636","2018-03-30 15:04:24","A2636",\N,"1"
