"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"1","1","1","2019-08-20","2","WEB予約受付ない","帯1","0",\N,"3","0","0000","2300","1","9",\N,"A3213","2019-08-19 09:34:08","A3213","2019-08-19 09:34:08","0","1"
"2","2",\N,"1","1","1","2019-08-20","2","WEB予約受付ない","帯1","0",\N,"3","0","0000","2300","1","1","1","A3213","2019-08-19 09:34:08","A3213","2019-08-19 09:34:08","0","1"
"3","2",\N,"1","1","1","2019-10-28","1","月～土　1枠","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-10-27 00:22:32","B88824","2019-10-28 14:39:46","1","2"
"4","2",\N,"1","1","1","2019-10-28","1","月～土　1枠","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-10-27 00:22:32","B88824","2019-10-28 14:39:46","1","2"
"5","2",\N,"1","1","1","2019-11-05","2","月～土　1枠","帯1","0",\N,"1","0","0000","2300","1","9",\N,"B88824","2019-10-28 14:39:46","B88824","2019-10-28 14:39:46","0","1"
"6","2",\N,"1","1","1","2019-11-05","2","月～土　1枠","帯1","0",\N,"1","0","0000","2300","1","1","1","B88824","2019-10-28 14:39:46","B88824","2019-10-28 14:39:46","0","1"
"7","2",\N,"1","1","1","2019-11-06","3","月～土　1枠","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-11-04 23:58:21","CUSTUMER","2019-11-04 23:58:21","0","1"
"8","2",\N,"1","1","1","2019-11-06","3","月～土　1枠","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-11-04 23:58:21","CUSTUMER","2019-11-04 23:58:21","0","1"
"9","2",\N,"1","1","1","2019-11-11","1","月～土　1枠","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-11-09 21:40:34","CUSTUMER","2019-11-09 21:40:34","0","1"
"10","2",\N,"1","1","1","2019-11-11","1","月～土　1枠","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-11-09 21:40:34","CUSTUMER","2019-11-09 21:40:34","0","1"
"11","2",\N,"1","1","1","2019-11-15","5","月～土　1枠","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-11-14 23:15:41","CUSTUMER","2019-11-14 23:15:41","0","1"
"12","2",\N,"1","1","1","2019-11-15","5","月～土　1枠","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-11-14 23:15:41","CUSTUMER","2019-11-14 23:15:41","0","1"
"13","2",\N,"1","1","1","2019-12-14","6","月～土　1枠","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-11-20 11:15:26","CUSTUMER","2019-11-20 11:15:26","0","1"
"14","2",\N,"1","1","1","2019-12-14","6","月～土　1枠","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-11-20 11:15:26","CUSTUMER","2019-11-20 11:15:26","0","1"
"15","2",\N,"1","1","1","2019-11-26","2","月～土　1枠","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-11-22 09:04:43","CUSTUMER","2019-11-22 09:04:43","0","1"
"16","2",\N,"1","1","1","2019-11-26","2","月～土　1枠","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-11-22 09:04:43","CUSTUMER","2019-11-22 09:04:43","0","1"
"17","2",\N,"1","1","1","2019-11-27","3","月～土　1枠","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-11-26 13:52:04","CUSTUMER","2019-11-26 13:52:04","0","1"
"18","2",\N,"1","1","1","2019-11-27","3","月～土　1枠","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-11-26 13:52:04","CUSTUMER","2019-11-26 13:52:04","0","1"
"19","2",\N,"1","1","1","2019-11-30","6","月～土　1枠","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-11-26 20:38:32","CUSTUMER","2019-11-26 20:38:32","0","1"
