"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","A3271","2018-07-26 12:34:05","A3271","2019-11-28 15:31:14","5"
"2","1","2","A3271","2018-07-26 12:34:08","A3271","2019-11-28 15:31:37","5"
"3","1","3","A3271","2018-07-26 12:34:09","A3271","2019-11-28 15:33:13","5"
"4","1","4","A3271","2018-07-26 12:34:10","A3271","2019-11-28 15:32:04","5"
"5","1","5","A3271","2018-07-26 12:34:11","A3271","2019-11-28 15:34:22","5"
"6","2","1","B74878","2018-07-26 12:35:11","B74878","2020-01-14 19:55:37","7"
"7","2","2","B74878","2018-07-26 12:35:12","B74878","2020-01-14 19:55:09","7"
"8","3","1","B74878","2018-07-26 12:35:47","B74878","2020-01-14 19:52:56","8"
"9","4","1","A2636","2018-07-26 12:36:18","A2636","2018-07-26 12:39:12","2"
"10","3","0","B74878","2019-10-31 09:41:53","B74878","2020-01-14 19:54:27","3"
