"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"2","2","1","2017-09-04","1","ライン","帯",\N,\N,\N,\N,"0000","2300","1",\N,\N,"migration","2017-09-09 00:00:00","migration","2017-09-09 00:00:00","0","1"
"2","2",\N,"2","3","1","2017-10-21","6","マーガレット/アプリ/ローズコース","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2017-09-26 16:58:36","A1589","2017-10-03 18:11:45","0","1"
"3","2",\N,"2","3","1","2017-10-21","6","マーガレット/アプリ/ローズコース","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2017-09-26 16:58:36","A1589","2017-10-03 18:11:45","0","1"
"4","2",\N,"2","4","1","2017-11-06","1","マーガレット/アプリ/ローズコース","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2017-10-12 11:09:43","CUSTUMER","2017-10-12 11:09:43","0","1"
"5","2",\N,"2","4","1","2017-11-06","1","マーガレット/アプリ/ローズコース","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2017-10-12 11:09:43","CUSTUMER","2017-10-12 11:09:43","0","1"
"6","2",\N,"2","4","1","2017-11-20","1","標準","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2017-11-16 14:13:05","A2062","2017-11-16 14:13:05","0","1"
"7","2",\N,"2","4","1","2017-11-20","1","標準","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2017-11-16 14:13:05","A2062","2017-11-16 14:13:05","0","1"
"8","2",\N,"2","24","1","2019-04-06","6","標準","帯1","0",\N,"2","0","0000","2300","1","9",\N,"A2062","2019-03-25 16:17:39","A2062","2019-03-25 16:17:39","0","1"
"9","2",\N,"2","24","1","2019-04-06","6","標準","帯1","0",\N,"2","0","0000","2300","1","1","1","A2062","2019-03-25 16:17:39","A2062","2019-04-17 17:14:23","0","2"
"10","2",\N,"2","25","1","2019-06-24","1","標準","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2019-06-20 15:14:15","A2062","2019-06-20 15:14:15","0","1"
