"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
86970,30,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86970,31,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86970,32,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86970,33,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86970,36,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86970,37,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86970,38,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86970,150,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86970,203,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
91477,30,B91477,2019-01-23 14:34:01,B91477,2019-01-23 14:34:01,1
91477,31,B91477,2019-01-23 14:34:01,B91477,2019-01-23 14:34:01,1
91477,32,B91477,2019-01-23 14:34:01,B91477,2019-01-23 14:34:01,1
91477,33,B91477,2019-01-23 14:34:01,B91477,2019-01-23 14:34:01,1
91477,36,B91477,2019-01-23 14:34:01,B91477,2019-01-23 14:34:01,1
91477,37,B91477,2019-01-23 14:34:01,B91477,2019-01-23 14:34:01,1
91477,38,B91477,2019-01-23 14:34:01,B91477,2019-01-23 14:34:01,1
91477,150,B91477,2019-01-23 14:34:01,B91477,2019-01-23 14:34:01,1
91477,203,B91477,2019-01-23 14:34:01,B91477,2019-01-23 14:34:01,1
